SPECTRUM - MS
c12_1-qb.raw
FTMS - p NSI Full ms [100.00-1000.00]
Scan #: 1
RT: 1.50
m/z	Intensity	Relative	Noise
  100.1601	      0.1	    0.00	   -0.81
  100.1605	      0.2	    0.00	   -0.81
  100.1612	      0.2	    0.00	   -0.81
  100.1617	      0.2	    0.00	   -0.81
  100.1646	      0.1	    0.00	   -0.81
  100.1665	      0.1	    0.00	   -0.81
  100.1681	      0.1	    0.00	   -0.81
  100.1693	      0.1	    0.00	   -0.81
  100.1728	      0.1	    0.00	   -0.81
  100.1766	      0.1	    0.00	   -0.81
  100.1785	      0.2	    0.00	   -0.81
  100.1794	      0.2	    0.00	   -0.81
  100.1810	      0.2	    0.00	   -0.81
  100.1823	      0.1	    0.00	   -0.81
  100.1838	      0.2	    0.00	   -0.81
  100.1860	      0.2	    0.00	   -0.81
  100.1884	      0.1	    0.00	   -0.81
  100.1896	      0.2	    0.00	   -0.81
  100.1901	      0.1	    0.00	   -0.81
  100.1908	      0.2	    0.00	   -0.81
  100.1919	      0.2	    0.00	   -0.81
  100.1921	      0.3	    0.00	   -0.81
  100.1937	      0.1	    0.00	   -0.81
  100.1961	      0.1	    0.00	   -0.81
  100.1972	      0.2	    0.00	   -0.81
  100.1982	      0.1	    0.00	   -0.81
  100.1992	      0.2	    0.00	   -0.81
  100.2016	      0.1	    0.00	   -0.81
  100.2055	      0.2	    0.00	   -0.81
  100.2067	      0.2	    0.00	   -0.81
  100.2106	      0.1	    0.00	   -0.81
  100.2113	      0.3	    0.00	   -0.81
  100.2141	      0.2	    0.00	   -0.81
  100.2156	      0.2	    0.00	   -0.81
  100.2169	      0.3	    0.00	   -0.81
  100.2186	      0.1	    0.00	   -0.81
  100.2223	      0.1	    0.00	   -0.81
  100.2230	      0.1	    0.00	   -0.81
  100.2238	      0.2	    0.00	   -0.81
  100.2248	      0.1	    0.00	   -0.81
  100.2270	      0.1	    0.00	   -0.81
  100.2295	      0.1	    0.00	   -0.81
  100.2312	      0.1	    0.00	   -0.81
  100.2328	      0.1	    0.00	   -0.81
  100.2362	      0.2	    0.00	   -0.81
  100.2365	      0.2	    0.00	   -0.81
  100.2367	      0.2	    0.00	   -0.81
  100.2387	      0.1	    0.00	   -0.81
  100.2413	      0.1	    0.00	   -0.81
  100.2427	      0.1	    0.00	   -0.81
  100.2439	      0.1	    0.00	   -0.81
  100.2447	      0.1	    0.00	   -0.81
  100.2454	      0.3	    0.00	   -0.81
  100.2470	      0.1	    0.00	   -0.81
  100.2481	      0.2	    0.00	   -0.81
  100.2495	      0.1	    0.00	   -0.81
  100.2516	      0.1	    0.00	   -0.81
  100.2564	      0.1	    0.00	   -0.81
  100.2570	      0.3	    0.00	   -0.81
  100.2585	      0.2	    0.00	   -0.81
  100.2592	      0.1	    0.00	   -0.81
  100.2602	      0.1	    0.00	   -0.81
  100.2625	      0.1	    0.00	   -0.81
  100.2632	      0.1	    0.00	   -0.81
  100.2646	      0.2	    0.00	   -0.81
  100.2659	      0.1	    0.00	   -0.81
  100.2668	      0.1	    0.00	   -0.81
  100.2675	      0.1	    0.00	   -0.81
  100.2699	      0.1	    0.00	   -0.81
  100.2708	      0.1	    0.00	   -0.81
  100.2735	      0.3	    0.00	   -0.81
  100.2770	      0.1	    0.00	   -0.81
  100.2805	      0.1	    0.00	   -0.81
  100.2843	      0.1	    0.00	   -0.81
  100.2872	      0.1	    0.00	   -0.81
  100.2884	      0.1	    0.00	   -0.81
  100.2931	      0.4	    0.00	   -0.81
  100.2940	      0.2	    0.00	   -0.81
  100.2948	      0.1	    0.00	   -0.81
  100.2968	      0.2	    0.00	   -0.81
  100.2970	      0.1	    0.00	   -0.81
  100.2980	      0.2	    0.00	   -0.81
  100.2994	      0.3	    0.00	   -0.81
  100.3010	      0.2	    0.00	   -0.80
  100.3028	      0.1	    0.00	   -0.80
  100.3039	      0.1	    0.00	   -0.80
  100.3048	      0.1	    0.00	   -0.80
  100.3060	      0.2	    0.00	   -0.80
  100.3072	      0.1	    0.00	   -0.80
  100.3075	      0.1	    0.00	   -0.80
  100.3083	      0.2	    0.00	   -0.80
  100.3105	      0.1	    0.00	   -0.80
  100.3118	      0.1	    0.00	   -0.80
  100.3144	      0.2	    0.00	   -0.80
  100.3169	      0.1	    0.00	   -0.80
  100.3175	      0.2	    0.00	   -0.80
  100.3189	      0.1	    0.00	   -0.80
  100.3200	      0.1	    0.00	   -0.80
  100.3207	      0.1	    0.00	   -0.80
  100.3234	      0.2	    0.00	   -0.80
  100.3242	      0.1	    0.00	   -0.80
  100.3250	      0.2	    0.00	   -0.80
  100.3258	      0.3	    0.00	   -0.80
  100.3277	      0.1	    0.00	   -0.80
  100.3280	      0.1	    0.00	   -0.80
  100.3290	      0.1	    0.00	   -0.80
  100.3310	      0.1	    0.00	   -0.80
  100.3317	      0.1	    0.00	   -0.80
  100.3319	      0.1	    0.00	   -0.80
  100.3322	      0.1	    0.00	   -0.80
  100.3325	      0.1	    0.00	   -0.80
  100.3329	      0.2	    0.00	   -0.80
  100.3347	      0.1	    0.00	   -0.80
  100.3365	      0.2	    0.00	   -0.80
  100.3400	      0.3	    0.00	   -0.80
  100.3408	      0.1	    0.00	   -0.80
  100.3419	      0.2	    0.00	   -0.80
  100.3436	      0.2	    0.00	   -0.80
  100.3462	      0.1	    0.00	   -0.80
  100.3483	      0.1	    0.00	   -0.80
  100.3492	      0.2	    0.00	   -0.80
  100.3498	      0.2	    0.00	   -0.80
  100.3505	      0.1	    0.00	   -0.80
  100.3516	      0.2	    0.00	   -0.80
  100.3522	      0.2	    0.00	   -0.80
  100.3529	      0.3	    0.00	   -0.80
  100.3549	      0.1	    0.00	   -0.80
  100.3551	      0.1	    0.00	   -0.80
  100.3557	      0.1	    0.00	   -0.80
  100.3559	      0.1	    0.00	   -0.80
  100.3562	      0.1	    0.00	   -0.80
  100.3564	      0.1	    0.00	   -0.80
  100.3590	      0.1	    0.00	   -0.80
  100.3597	      0.2	    0.00	   -0.80
  100.3635	      0.1	    0.00	   -0.80
  100.3671	      0.2	    0.00	   -0.80
  100.3686	      0.1	    0.00	   -0.80
  100.3700	      0.1	    0.00	   -0.80
  100.3710	      0.1	    0.00	   -0.80
  100.3718	      0.1	    0.00	   -0.80
  100.3744	      0.1	    0.00	   -0.80
  100.3756	      0.3	    0.00	   -0.80
  100.3761	      0.3	    0.00	   -0.80
  100.3771	      0.1	    0.00	   -0.80
  100.3782	      0.1	    0.00	   -0.80
  100.3815	      0.1	    0.00	   -0.80
  100.3841	      0.1	    0.00	   -0.80
  100.3850	      0.3	    0.00	   -0.80
  100.3862	      0.1	    0.00	   -0.80
  100.3872	      0.1	    0.00	   -0.80
  100.3879	      0.1	    0.00	   -0.80
  100.3892	      0.1	    0.00	   -0.80
  100.3903	      0.1	    0.00	   -0.80
  100.3986	      0.1	    0.00	   -0.80
  100.4022	      0.1	    0.00	   -0.80
  100.4028	      0.2	    0.00	   -0.80
  100.4040	      0.2	    0.00	   -0.80
  100.4050	      0.1	    0.00	   -0.80
  100.4070	      0.1	    0.00	   -0.80
  100.4078	      0.1	    0.00	   -0.80
  100.4092	      0.1	    0.00	   -0.80
  100.4103	      0.1	    0.00	   -0.80
  100.4110	      0.1	    0.00	   -0.80
  100.4126	      0.1	    0.00	   -0.80
  100.4184	      0.1	    0.00	   -0.80
  100.4196	      0.1	    0.00	   -0.80
  100.4202	      0.1	    0.00	   -0.80
  100.4216	      0.2	    0.00	   -0.80
  100.4226	      0.1	    0.00	   -0.80
  100.4241	      0.1	    0.00	   -0.80
  100.4253	      0.1	    0.00	   -0.80
  100.4264	      0.1	    0.00	   -0.80
  100.4290	      0.1	    0.00	   -0.80
  100.4295	      0.2	    0.00	   -0.80
  100.4299	      0.1	    0.00	   -0.80
  100.4301	      0.1	    0.00	   -0.80
  100.4313	      0.2	    0.00	   -0.80
  100.4342	      0.1	    0.00	   -0.80
  100.4354	      0.2	    0.00	   -0.80
  100.4359	      0.1	    0.00	   -0.80
  100.4362	      0.2	    0.00	   -0.80
  100.4377	      0.4	    0.00	   -0.80
  100.4399	      0.1	    0.00	   -0.80
  100.4410	      0.1	    0.00	   -0.80
  100.4417	      0.1	    0.00	   -0.80
  100.4439	      0.2	    0.00	   -0.80
  100.4459	      0.1	    0.00	   -0.80
  100.4463	      0.1	    0.00	   -0.80
  100.4465	      0.1	    0.00	   -0.80
  100.4483	      0.3	    0.00	   -0.80
  100.4523	      0.3	    0.00	   -0.80
  100.4552	      0.2	    0.00	   -0.80
  100.4567	      0.2	    0.00	   -0.80
  100.4594	      0.1	    0.00	   -0.80
  100.4603	      0.1	    0.00	   -0.80
  100.4627	      0.1	    0.00	   -0.80
  100.4667	      0.2	    0.00	   -0.80
  100.4678	      0.1	    0.00	   -0.80
  100.4688	      0.1	    0.00	   -0.80
  100.4694	      0.1	    0.00	   -0.80
  100.4715	      0.1	    0.00	   -0.80
  100.4760	      0.1	    0.00	   -0.80
  100.4774	      0.1	    0.00	   -0.80
  100.4779	      0.1	    0.00	   -0.80
  100.4787	      0.3	    0.00	   -0.80
  100.4797	      0.2	    0.00	   -0.80
  100.4809	      0.1	    0.00	   -0.80
  100.4837	      0.2	    0.00	   -0.80
  100.4851	      0.1	    0.00	   -0.80
  100.4865	      0.1	    0.00	   -0.80
  100.4880	      0.1	    0.00	   -0.80
  100.4887	      0.1	    0.00	   -0.80
  100.4890	      0.1	    0.00	   -0.80
  100.4894	      0.2	    0.00	   -0.80
  100.4906	      0.2	    0.00	   -0.80
  100.4915	      0.1	    0.00	   -0.80
  100.4944	      0.1	    0.00	   -0.80
  100.4957	      0.1	    0.00	   -0.80
  100.4979	      0.1	    0.00	   -0.80
  100.5026	      0.1	    0.00	   -0.80
  100.5033	      0.3	    0.00	   -0.80
  100.5045	      0.1	    0.00	   -0.80
  100.5067	      0.1	    0.00	   -0.80
  100.5073	      0.1	    0.00	   -0.80
  100.5081	      0.1	    0.00	   -0.80
  100.5102	      0.4	    0.00	   -0.80
  100.5109	      0.3	    0.00	   -0.80
  100.5121	      0.1	    0.00	   -0.80
  100.5127	      0.1	    0.00	   -0.80
  100.5135	      0.3	    0.00	   -0.80
  100.5156	      0.1	    0.00	   -0.80
  100.5168	      0.1	    0.00	   -0.80
  100.5195	      0.2	    0.00	   -0.80
  100.5200	      0.2	    0.00	   -0.80
  100.5203	      0.3	    0.00	   -0.80
  100.5216	      0.1	    0.00	   -0.80
  100.5227	      0.1	    0.00	   -0.80
  100.5242	      0.1	    0.00	   -0.80
  100.5253	      0.4	    0.00	   -0.80
  100.5263	      0.2	    0.00	   -0.80
  100.5267	      0.1	    0.00	   -0.80
  100.5275	      0.1	    0.00	   -0.80
  100.5295	      0.1	    0.00	   -0.80
  100.5305	      0.1	    0.00	   -0.80
  100.5364	      0.1	    0.00	   -0.80
  100.5375	      0.1	    0.00	   -0.80
  100.5415	      0.2	    0.00	   -0.80
  100.5433	      0.1	    0.00	   -0.80
  100.5449	      0.1	    0.00	   -0.80
  100.5461	      0.1	    0.00	   -0.80
  100.5491	      0.2	    0.00	   -0.80
  100.5507	      0.1	    0.00	   -0.80
  100.5554	      0.3	    0.00	   -0.80
  100.5567	      0.1	    0.00	   -0.80
  100.5581	      0.3	    0.00	   -0.80
  100.5600	      0.1	    0.00	   -0.80
  100.5611	      0.1	    0.00	   -0.80
  100.5624	      0.2	    0.00	   -0.80
  100.5632	      0.2	    0.00	   -0.80
  100.5641	      0.1	    0.00	   -0.80
  100.5665	      0.2	    0.00	   -0.80
  100.5671	      0.1	    0.00	   -0.80
  100.5674	      0.1	    0.00	   -0.80
  100.5679	      0.2	    0.00	   -0.80
  100.5750	      0.1	    0.00	   -0.80
  100.5762	      0.1	    0.00	   -0.80
  100.5786	      0.1	    0.00	   -0.80
  100.5802	      0.1	    0.00	   -0.80
  100.5807	      0.1	    0.00	   -0.80
  100.5809	      0.1	    0.00	   -0.80
  100.5824	      0.3	    0.00	   -0.80
  100.5846	      0.1	    0.00	   -0.80
  100.5854	      0.2	    0.00	   -0.80
  100.5866	      0.1	    0.00	   -0.80
  100.5872	      0.1	    0.00	   -0.80
  100.5892	      0.1	    0.00	   -0.80
  100.5916	      0.1	    0.00	   -0.80
  100.5918	      0.1	    0.00	   -0.80
  100.5946	      0.1	    0.00	   -0.80
  100.5960	      0.1	    0.00	   -0.80
  100.5966	      0.1	    0.00	   -0.80
  100.5988	      0.1	    0.00	   -0.80
  100.5998	      0.1	    0.00	   -0.80
  100.6007	      0.2	    0.00	   -0.80
  100.6011	      0.2	    0.00	   -0.80
  100.6025	      0.1	    0.00	   -0.80
  100.6032	      0.1	    0.00	   -0.80
  100.6048	      0.1	    0.00	   -0.80
  100.6101	      0.1	    0.00	   -0.80
  100.6114	      0.1	    0.00	   -0.80
  100.6116	      0.1	    0.00	   -0.80
  100.6119	      0.1	    0.00	   -0.80
  100.6155	      0.1	    0.00	   -0.80
  100.6160	      0.2	    0.00	   -0.80
  100.6169	      0.2	    0.00	   -0.80
  100.6177	      0.1	    0.00	   -0.80
  100.6185	      0.2	    0.00	   -0.80
  100.6201	      0.1	    0.00	   -0.80
  100.6211	      0.2	    0.00	   -0.80
  100.6222	      0.1	    0.00	   -0.80
  100.6266	      0.1	    0.00	   -0.80
  100.6278	      0.2	    0.00	   -0.80
  100.6304	      0.1	    0.00	   -0.80
  100.6313	      0.1	    0.00	   -0.80
  100.6328	      0.2	    0.00	   -0.80
  100.6333	      0.2	    0.00	   -0.80
  100.6340	      0.4	    0.00	   -0.80
  100.6351	      0.2	    0.00	   -0.80
  100.6365	      0.2	    0.00	   -0.80
  100.6368	      0.2	    0.00	   -0.80
  100.6377	      0.1	    0.00	   -0.80
  100.6383	      0.2	    0.00	   -0.80
  100.6419	      0.2	    0.00	   -0.80
  100.6425	      0.1	    0.00	   -0.80
  100.6436	      0.1	    0.00	   -0.80
  100.6457	      0.1	    0.00	   -0.80
  100.6467	      0.1	    0.00	   -0.80
  100.6487	      0.2	    0.00	   -0.80
  100.6500	      0.2	    0.00	   -0.80
  100.6511	      0.2	    0.00	   -0.80
  100.6537	      0.1	    0.00	   -0.80
  100.6556	      0.2	    0.00	   -0.80
  100.6564	      0.1	    0.00	   -0.80
  100.6566	      0.1	    0.00	   -0.80
  100.6569	      0.1	    0.00	   -0.80
  100.6579	      0.2	    0.00	   -0.80
  100.6603	      0.2	    0.00	   -0.80
  100.6616	      0.1	    0.00	   -0.80
  100.6642	      0.1	    0.00	   -0.80
  100.6656	      0.1	    0.00	   -0.80
  100.6669	      0.1	    0.00	   -0.80
  100.6671	      0.1	    0.00	   -0.80
  100.6673	      0.1	    0.00	   -0.80
  100.6711	      0.1	    0.00	   -0.80
  100.6740	      0.3	    0.00	   -0.80
  100.6752	      0.1	    0.00	   -0.80
  100.6770	      0.1	    0.00	   -0.80
  100.6776	      0.1	    0.00	   -0.80
  100.6795	      0.1	    0.00	   -0.80
  100.6804	      0.2	    0.00	   -0.80
  100.6823	      0.1	    0.00	   -0.80
  100.6835	      0.1	    0.00	   -0.80
  100.6853	      0.2	    0.00	   -0.80
  100.6862	      0.2	    0.00	   -0.80
  100.6864	      0.2	    0.00	   -0.80
  100.6869	      0.1	    0.00	   -0.80
  100.6877	      0.1	    0.00	   -0.80
  100.6891	      0.1	    0.00	   -0.80
  100.6899	      0.2	    0.00	   -0.80
  100.6921	      0.1	    0.00	   -0.80
  100.6946	      0.2	    0.00	   -0.80
  100.6957	      0.2	    0.00	   -0.80
  100.6961	      0.1	    0.00	   -0.80
  100.6963	      0.1	    0.00	   -0.80
  100.6988	      0.1	    0.00	   -0.80
  100.7001	      0.1	    0.00	   -0.80
  100.7022	      0.2	    0.00	   -0.80
  100.7026	      0.1	    0.00	   -0.80
  100.7028	      0.1	    0.00	   -0.80
  100.7071	      0.1	    0.00	   -0.80
  100.7102	      0.1	    0.00	   -0.80
  100.7107	      0.1	    0.00	   -0.80
  100.7144	      0.1	    0.00	   -0.80
  100.7174	      0.1	    0.00	   -0.80
  100.7199	      0.1	    0.00	   -0.80
  100.7227	      0.1	    0.00	   -0.80
  100.7242	      0.1	    0.00	   -0.80
  100.7249	      0.2	    0.00	   -0.80
  100.7263	      0.1	    0.00	   -0.80
  100.7274	      0.1	    0.00	   -0.80
  100.7305	      0.1	    0.00	   -0.80
  100.7309	      0.2	    0.00	   -0.80
  100.7324	      0.1	    0.00	   -0.80
  100.7331	      0.1	    0.00	   -0.80
  100.7345	      0.1	    0.00	   -0.80
  100.7381	      0.1	    0.00	   -0.80
  100.7399	      0.1	    0.00	   -0.80
  100.7423	      0.1	    0.00	   -0.80
  100.7432	      0.1	    0.00	   -0.80
  100.7441	      0.1	    0.00	   -0.80
  100.7448	      0.1	    0.00	   -0.80
  100.7450	      0.1	    0.00	   -0.80
  100.7453	      0.1	    0.00	   -0.80
  100.7489	      0.1	    0.00	   -0.80
  100.7497	      0.1	    0.00	   -0.80
  100.7517	      0.1	    0.00	   -0.80
  100.7535	      0.2	    0.00	   -0.80
  100.7546	      0.3	    0.00	   -0.80
  100.7553	      0.1	    0.00	   -0.80
  100.7556	      0.1	    0.00	   -0.80
  100.7567	      0.1	    0.00	   -0.80
  100.7577	      0.1	    0.00	   -0.80
  100.7593	      0.2	    0.00	   -0.80
  100.7607	      0.2	    0.00	   -0.80
  100.7626	      0.1	    0.00	   -0.80
  100.7634	      0.2	    0.00	   -0.80
  100.7646	      0.2	    0.00	   -0.80
  100.7663	      0.1	    0.00	   -0.80
  100.7676	      0.1	    0.00	   -0.80
  100.7683	      0.1	    0.00	   -0.80
  100.7732	      0.2	    0.00	   -0.80
  100.7757	      0.1	    0.00	   -0.80
  100.7774	      0.2	    0.00	   -0.80
  100.7787	      0.1	    0.00	   -0.80
  100.7819	      0.2	    0.00	   -0.80
  100.7835	      0.2	    0.00	   -0.80
  100.7868	      0.1	    0.00	   -0.80
  100.7873	      0.1	    0.00	   -0.80
  100.7875	      0.1	    0.00	   -0.80
  100.7885	      0.1	    0.00	   -0.80
  100.7901	      0.1	    0.00	   -0.80
  100.7908	      0.1	    0.00	   -0.80
  100.7931	      0.2	    0.00	   -0.80
  100.7953	      0.1	    0.00	   -0.80
  100.7956	      0.1	    0.00	   -0.80
  100.7958	      0.1	    0.00	   -0.80
  100.8000	      0.3	    0.00	   -0.80
  100.8027	      0.1	    0.00	   -0.80
  100.8042	      0.2	    0.00	   -0.80
  100.8056	      0.1	    0.00	   -0.80
  100.8073	      0.1	    0.00	   -0.80
  100.8102	      0.1	    0.00	   -0.80
  100.8136	      0.1	    0.00	   -0.80
  100.8154	      0.1	    0.00	   -0.80
  100.8162	      0.1	    0.00	   -0.80
  100.8201	      0.1	    0.00	   -0.80
  100.8228	      0.1	    0.00	   -0.80
  100.8268	      0.1	    0.00	   -0.80
  100.8291	      0.1	    0.00	   -0.80
  100.8301	      0.1	    0.00	   -0.80
  100.8309	      0.1	    0.00	   -0.80
  100.8329	      0.1	    0.00	   -0.80
  100.8343	      0.1	    0.00	   -0.80
  100.8350	      0.1	    0.00	   -0.80
  100.8357	      0.1	    0.00	   -0.80
  100.8369	      0.1	    0.00	   -0.80
  100.8377	      0.1	    0.00	   -0.80
  100.8389	      0.2	    0.00	   -0.80
  100.8393	      0.1	    0.00	   -0.80
  100.8398	      0.2	    0.00	   -0.80
  100.8403	      0.1	    0.00	   -0.80
  100.8405	      0.1	    0.00	   -0.80
  100.8430	      0.1	    0.00	   -0.80
  100.8446	      0.2	    0.00	   -0.80
  100.8455	      0.1	    0.00	   -0.80
  100.8479	      0.1	    0.00	   -0.80
  100.8516	      0.1	    0.00	   -0.80
  100.8529	      0.1	    0.00	   -0.80
  100.8541	      0.1	    0.00	   -0.80
  100.8549	      0.2	    0.00	   -0.80
  100.8583	      0.1	    0.00	   -0.80
  100.8616	      0.3	    0.00	   -0.80
  100.8642	      0.1	    0.00	   -0.80
  100.8650	      0.1	    0.00	   -0.80
  100.8657	      0.1	    0.00	   -0.80
  100.8662	      0.1	    0.00	   -0.80
  100.8665	      0.1	    0.00	   -0.80
  100.8687	      0.1	    0.00	   -0.80
  100.8700	      0.2	    0.00	   -0.80
  100.8715	      0.2	    0.00	   -0.80
  100.8742	      0.3	    0.00	   -0.80
  100.8770	      0.1	    0.00	   -0.80
  100.8780	      0.3	    0.00	   -0.80
  100.8802	      0.1	    0.00	   -0.80
  100.8810	      0.2	    0.00	   -0.80
  100.8824	      0.1	    0.00	   -0.80
  100.8839	      0.1	    0.00	   -0.80
  100.8848	      0.1	    0.00	   -0.80
  100.8856	      0.1	    0.00	   -0.80
  100.8869	      0.1	    0.00	   -0.80
  100.8878	      0.1	    0.00	   -0.80
  100.8890	      0.2	    0.00	   -0.80
  100.8893	      0.1	    0.00	   -0.80
  100.8904	      0.1	    0.00	   -0.80
  100.8935	      0.1	    0.00	   -0.80
  100.8950	      0.1	    0.00	   -0.80
  100.8993	      0.1	    0.00	   -0.80
  100.9007	      0.1	    0.00	   -0.80
  100.9028	      0.1	    0.00	   -0.80
  100.9046	      0.3	    0.00	   -0.80
  100.9062	      0.1	    0.00	   -0.80
  100.9076	      0.1	    0.00	   -0.80
  100.9087	      0.2	    0.00	   -0.80
  100.9112	      0.1	    0.00	   -0.80
  100.9122	      0.1	    0.00	   -0.80
  100.9131	      0.1	    0.00	   -0.80
  100.9137	      0.1	    0.00	   -0.80
  100.9139	      0.1	    0.00	   -0.80
  100.9142	      0.1	    0.00	   -0.80
  100.9154	      0.1	    0.00	   -0.80
  100.9156	      0.1	    0.00	   -0.80
  100.9158	      0.1	    0.00	   -0.80
  100.9176	      0.1	    0.00	   -0.80
  100.9195	      0.1	    0.00	   -0.80
  100.9220	      0.2	    0.00	   -0.80
  100.9250	      0.1	    0.00	   -0.80
  100.9262	      0.1	    0.00	   -0.80
  100.9271	      0.1	    0.00	   -0.80
  100.9278	      0.1	    0.00	   -0.80
  100.9293	      0.1	    0.00	   -0.80
  100.9305	      0.1	    0.00	   -0.80
  100.9420	      0.1	    0.00	   -0.80
  100.9426	      0.1	    0.00	   -0.80
  100.9432	      0.1	    0.00	   -0.80
  100.9438	      0.2	    0.00	   -0.80
  100.9459	      0.3	    0.00	   -0.80
  100.9477	      0.3	    0.00	   -0.80
  100.9490	      0.2	    0.00	   -0.80
  100.9512	      0.1	    0.00	   -0.80
  100.9525	      0.1	    0.00	   -0.80
  100.9565	      0.2	    0.00	   -0.80
  100.9587	      0.2	    0.00	   -0.80
  100.9596	      0.1	    0.00	   -0.80
  100.9606	      0.2	    0.00	   -0.80
  100.9669	      0.2	    0.00	   -0.80
  100.9680	      0.1	    0.00	   -0.80
  100.9693	      0.2	    0.00	   -0.80
  100.9721	      0.1	    0.00	   -0.80
  100.9735	      0.1	    0.00	   -0.80
  100.9746	      0.1	    0.00	   -0.80
  100.9787	      0.1	    0.00	   -0.80
  100.9804	      0.1	    0.00	   -0.80
  100.9841	      0.3	    0.00	   -0.80
  100.9856	      0.2	    0.00	   -0.80
  100.9875	      0.1	    0.00	   -0.80
  100.9892	      0.1	    0.00	   -0.80
