SPECTRUM - MS
c12_1-qb.raw
FTMS - p NSI Full ms [100.00-1000.00]
Scan #: 1
RT: 1.50
m/z	Intensity	Relative	Noise
  106.9131	      0.2	    0.00	   -0.73
  106.9141	      0.3	    0.00	   -0.73
  106.9155	      0.1	    0.00	   -0.73
  106.9171	      0.1	    0.00	   -0.73
  106.9219	      0.2	    0.00	   -0.73
  106.9229	      0.2	    0.00	   -0.73
  106.9254	      0.1	    0.00	   -0.73
  106.9289	      0.2	    0.00	   -0.73
  106.9301	      0.1	    0.00	   -0.73
  106.9311	      0.2	    0.00	   -0.73
  106.9335	      0.2	    0.00	   -0.73
  106.9340	      0.1	    0.00	   -0.73
  106.9343	      0.1	    0.00	   -0.73
  106.9351	      0.1	    0.00	   -0.73
  106.9370	      0.2	    0.00	   -0.73
  106.9377	      0.3	    0.00	   -0.73
  106.9390	      0.1	    0.00	   -0.73
  106.9404	      0.1	    0.00	   -0.73
  106.9411	      0.1	    0.00	   -0.73
  106.9432	      0.2	    0.00	   -0.73
  106.9447	      0.1	    0.00	   -0.73
  106.9488	      0.1	    0.00	   -0.73
  106.9500	      0.1	    0.00	   -0.73
  106.9527	      0.1	    0.00	   -0.73
  106.9531	      0.1	    0.00	   -0.73
  106.9533	      0.1	    0.00	   -0.73
  106.9549	      0.1	    0.00	   -0.73
  106.9562	      0.3	    0.00	   -0.73
  106.9585	      0.1	    0.00	   -0.73
  106.9599	      0.1	    0.00	   -0.73
  106.9616	      0.3	    0.00	   -0.73
  106.9637	      0.1	    0.00	   -0.73
  106.9650	      0.3	    0.00	   -0.73
  106.9661	      0.1	    0.00	   -0.73
  106.9682	      0.1	    0.00	   -0.73
  106.9730	      0.2	    0.00	   -0.73
  106.9768	      0.1	    0.00	   -0.73
  106.9790	      0.1	    0.00	   -0.73
  106.9800	      1.4	    0.00	   -0.73
  106.9817	      0.1	    0.00	   -0.73
  106.9822	      0.2	    0.00	   -0.73
  106.9833	      0.1	    0.00	   -0.73
  106.9850	      0.2	    0.00	   -0.73
  106.9884	      0.1	    0.00	   -0.73
  106.9909	      0.1	    0.00	   -0.73
  106.9921	      0.1	    0.00	   -0.73
  106.9939	      0.2	    0.00	   -0.73
  107.0019	      0.1	    0.00	   -0.73
  107.0032	      0.1	    0.00	   -0.73
  107.0046	      0.1	    0.00	   -0.73
  107.0054	      0.2	    0.00	   -0.73
  107.0061	      0.2	    0.00	   -0.73
  107.0099	      0.2	    0.00	   -0.73
  107.0108	      0.1	    0.00	   -0.73
  107.0120	      0.3	    0.00	   -0.73
  107.0129	      0.2	    0.00	   -0.73
  107.0152	      0.1	    0.00	   -0.73
  107.0277	      0.1	    0.00	   -0.73
  107.0289	      0.1	    0.00	   -0.73
  107.0304	      0.1	    0.00	   -0.73
  107.0331	      0.1	    0.00	   -0.73
  107.0355	      0.3	    0.00	   -0.73
  107.0368	      0.6	    0.00	   -0.73
  107.0400	      0.1	    0.00	   -0.73
  107.0410	      0.1	    0.00	   -0.73
  107.0437	      0.1	    0.00	   -0.73
  107.0454	      0.1	    0.00	   -0.73
  107.0463	      0.1	    0.00	   -0.73
  107.0473	      0.2	    0.00	   -0.73
  107.0492	      0.7	    0.00	   -0.73
  107.0523	      0.1	    0.00	   -0.73
  107.0549	      0.1	    0.00	   -0.73
  107.0564	      0.1	    0.00	   -0.73
  107.0576	      0.1	    0.00	   -0.73
  107.0594	      0.1	    0.00	   -0.73
  107.0607	      0.1	    0.00	   -0.73
  107.0652	      0.1	    0.00	   -0.73
  107.0671	      0.2	    0.00	   -0.73
  107.0683	      0.1	    0.00	   -0.73
  107.0690	      0.2	    0.00	   -0.73
  107.0704	      0.1	    0.00	   -0.73
  107.0730	      0.1	    0.00	   -0.73
  107.0740	      0.1	    0.00	   -0.73
  107.0759	      0.1	    0.00	   -0.73
  107.0761	      0.1	    0.00	   -0.73
  107.0765	      0.1	    0.00	   -0.73
  107.0768	      0.1	    0.00	   -0.73
  107.0773	      0.2	    0.00	   -0.73
  107.0785	      0.1	    0.00	   -0.73
  107.0794	      0.1	    0.00	   -0.73
  107.0835	      0.1	    0.00	   -0.73
  107.0872	      0.1	    0.00	   -0.73
  107.0882	      0.1	    0.00	   -0.73
  107.0905	      0.1	    0.00	   -0.73
  107.0917	      0.4	    0.00	   -0.73
  107.0936	      0.1	    0.00	   -0.73
  107.0950	      0.1	    0.00	   -0.73
  107.0966	      0.2	    0.00	   -0.73
  107.0982	      0.4	    0.00	   -0.73
  107.1032	      0.1	    0.00	   -0.73
  107.1053	      0.2	    0.00	   -0.73
  107.1080	      0.2	    0.00	   -0.73
  107.1093	      0.1	    0.00	   -0.73
  107.1097	      0.1	    0.00	   -0.73
  107.1102	      0.2	    0.00	   -0.73
  107.1116	      0.1	    0.00	   -0.73
  107.1142	      0.2	    0.00	   -0.73
  107.1152	      0.1	    0.00	   -0.73
  107.1161	      0.1	    0.00	   -0.73
  107.1168	      0.2	    0.00	   -0.73
  107.1179	      0.1	    0.00	   -0.73
  107.1197	      0.1	    0.00	   -0.73
  107.1238	      0.2	    0.00	   -0.73
  107.1251	      0.1	    0.00	   -0.73
  107.1296	      0.1	    0.00	   -0.73
  107.1322	      0.1	    0.00	   -0.73
  107.1333	      0.1	    0.00	   -0.73
  107.1345	      0.2	    0.00	   -0.73
  107.1376	      0.1	    0.00	   -0.73
  107.1383	      0.1	    0.00	   -0.73
  107.1391	      0.1	    0.00	   -0.73
  107.1423	      0.2	    0.00	   -0.73
  107.1430	      0.1	    0.00	   -0.73
  107.1437	      0.2	    0.00	   -0.73
  107.1452	      0.1	    0.00	   -0.73
  107.1461	      0.1	    0.00	   -0.73
  107.1471	      0.2	    0.00	   -0.73
  107.1504	      0.1	    0.00	   -0.73
  107.1537	      0.1	    0.00	   -0.73
  107.1574	      0.2	    0.00	   -0.73
  107.1578	      0.2	    0.00	   -0.73
  107.1603	      0.2	    0.00	   -0.73
  107.1617	      0.1	    0.00	   -0.73
  107.1632	      0.1	    0.00	   -0.73
  107.1635	      0.1	    0.00	   -0.73
  107.1638	      0.1	    0.00	   -0.73
  107.1645	      0.2	    0.00	   -0.73
  107.1681	      0.1	    0.00	   -0.73
  107.1689	      0.1	    0.00	   -0.73
  107.1707	      0.2	    0.00	   -0.73
  107.1718	      0.1	    0.00	   -0.73
  107.1788	      0.1	    0.00	   -0.73
  107.1810	      0.2	    0.00	   -0.73
  107.1819	      0.2	    0.00	   -0.73
  107.1838	      0.1	    0.00	   -0.73
  107.1847	      0.1	    0.00	   -0.73
  107.1870	      0.2	    0.00	   -0.73
  107.1886	      0.1	    0.00	   -0.73
  107.1911	      0.1	    0.00	   -0.73
  107.1937	      0.1	    0.00	   -0.73
  107.1960	      0.1	    0.00	   -0.73
  107.1982	      0.1	    0.00	   -0.73
  107.2036	      0.1	    0.00	   -0.73
  107.2052	      0.3	    0.00	   -0.73
  107.2080	      0.1	    0.00	   -0.73
  107.2087	      0.1	    0.00	   -0.73
  107.2097	      0.1	    0.00	   -0.73
  107.2100	      0.1	    0.00	   -0.73
  107.2102	      0.1	    0.00	   -0.73
  107.2113	      0.1	    0.00	   -0.73
  107.2123	      0.1	    0.00	   -0.73
  107.2128	      0.2	    0.00	   -0.73
  107.2153	      0.3	    0.00	   -0.73
  107.2165	      0.2	    0.00	   -0.73
  107.2174	      0.1	    0.00	   -0.73
  107.2184	      0.2	    0.00	   -0.73
  107.2213	      0.3	    0.00	   -0.73
  107.2241	      0.1	    0.00	   -0.73
  107.2269	      0.2	    0.00	   -0.73
  107.2290	      0.1	    0.00	   -0.73
  107.2302	      0.1	    0.00	   -0.73
  107.2322	      0.1	    0.00	   -0.73
  107.2332	      0.2	    0.00	   -0.73
  107.2349	      0.2	    0.00	   -0.73
  107.2364	      0.2	    0.00	   -0.73
  107.2377	      0.2	    0.00	   -0.73
  107.2384	      0.2	    0.00	   -0.73
  107.2400	      0.2	    0.00	   -0.73
  107.2411	      0.1	    0.00	   -0.73
  107.2421	      0.2	    0.00	   -0.73
  107.2442	      0.2	    0.00	   -0.73
  107.2449	      0.2	    0.00	   -0.73
  107.2461	      0.1	    0.00	   -0.73
  107.2486	      0.1	    0.00	   -0.73
  107.2493	      0.2	    0.00	   -0.73
  107.2500	      0.2	    0.00	   -0.73
  107.2505	      0.3	    0.00	   -0.73
  107.2521	      0.1	    0.00	   -0.73
  107.2536	      0.2	    0.00	   -0.73
  107.2541	      0.1	    0.00	   -0.73
  107.2546	      0.2	    0.00	   -0.73
  107.2556	      0.2	    0.00	   -0.73
  107.2576	      0.1	    0.00	   -0.73
  107.2608	      0.2	    0.00	   -0.73
  107.2646	      0.2	    0.00	   -0.73
  107.2665	      0.1	    0.00	   -0.73
  107.2678	      0.1	    0.00	   -0.73
  107.2684	      0.2	    0.00	   -0.73
  107.2709	      0.4	    0.00	   -0.73
  107.2781	      0.1	    0.00	   -0.73
  107.2791	      0.1	    0.00	   -0.73
  107.2795	      0.2	    0.00	   -0.73
  107.2807	      0.2	    0.00	   -0.73
  107.2829	      0.2	    0.00	   -0.73
  107.2862	      0.1	    0.00	   -0.73
  107.2880	      0.1	    0.00	   -0.73
  107.2886	      0.1	    0.00	   -0.73
  107.2898	      0.2	    0.00	   -0.73
  107.2901	      0.2	    0.00	   -0.73
  107.2919	      0.1	    0.00	   -0.73
  107.2927	      0.1	    0.00	   -0.73
  107.2930	      0.1	    0.00	   -0.73
  107.2932	      0.1	    0.00	   -0.73
  107.2945	      0.1	    0.00	   -0.73
  107.2962	      0.2	    0.00	   -0.73
  107.2973	      0.1	    0.00	   -0.73
  107.2985	      0.2	    0.00	   -0.73
  107.3019	      0.2	    0.00	   -0.73
  107.3070	      0.2	    0.00	   -0.73
  107.3091	      0.1	    0.00	   -0.73
  107.3095	      0.1	    0.00	   -0.73
  107.3101	      0.1	    0.00	   -0.73
  107.3114	      0.4	    0.00	   -0.73
  107.3132	      0.1	    0.00	   -0.73
  107.3144	      0.1	    0.00	   -0.73
  107.3158	      0.2	    0.00	   -0.73
  107.3174	      0.1	    0.00	   -0.73
  107.3189	      0.1	    0.00	   -0.73
  107.3234	      0.1	    0.00	   -0.73
  107.3245	      0.1	    0.00	   -0.73
  107.3265	      0.3	    0.00	   -0.73
  107.3310	      0.2	    0.00	   -0.73
  107.3327	      0.1	    0.00	   -0.73
  107.3360	      0.2	    0.00	   -0.73
  107.3383	      0.2	    0.00	   -0.73
  107.3419	      0.3	    0.00	   -0.73
  107.3429	      0.1	    0.00	   -0.73
  107.3436	      0.1	    0.00	   -0.73
  107.3464	      0.1	    0.00	   -0.73
  107.3472	      0.1	    0.00	   -0.73
  107.3515	      0.2	    0.00	   -0.73
  107.3530	      0.1	    0.00	   -0.73
  107.3543	      0.1	    0.00	   -0.73
  107.3556	      0.1	    0.00	   -0.73
  107.3564	      0.1	    0.00	   -0.73
  107.3575	      0.1	    0.00	   -0.73
  107.3599	      0.2	    0.00	   -0.73
  107.3609	      0.2	    0.00	   -0.73
  107.3620	      0.1	    0.00	   -0.73
  107.3641	      0.2	    0.00	   -0.73
  107.3668	      0.2	    0.00	   -0.73
  107.3688	      0.1	    0.00	   -0.73
  107.3700	      0.2	    0.00	   -0.73
  107.3709	      0.1	    0.00	   -0.73
  107.3718	      0.1	    0.00	   -0.73
  107.3731	      0.4	    0.00	   -0.73
  107.3741	      0.1	    0.00	   -0.73
  107.3753	      0.2	    0.00	   -0.73
  107.3771	      0.2	    0.00	   -0.73
  107.3789	      0.3	    0.00	   -0.73
  107.3800	      0.2	    0.00	   -0.73
  107.3815	      0.1	    0.00	   -0.73
  107.3833	      0.2	    0.00	   -0.73
  107.3842	      0.1	    0.00	   -0.73
  107.3857	      0.1	    0.00	   -0.73
  107.3867	      0.3	    0.00	   -0.73
  107.3882	      0.1	    0.00	   -0.73
  107.3891	      0.1	    0.00	   -0.73
  107.3903	      0.1	    0.00	   -0.73
  107.3905	      0.1	    0.00	   -0.73
  107.3909	      0.1	    0.00	   -0.73
  107.3918	      0.1	    0.00	   -0.73
  107.3945	      0.1	    0.00	   -0.73
  107.3954	      0.1	    0.00	   -0.73
  107.3970	      0.1	    0.00	   -0.73
  107.3985	      0.2	    0.00	   -0.73
  107.4009	      0.2	    0.00	   -0.73
  107.4027	      0.1	    0.00	   -0.73
  107.4042	      0.1	    0.00	   -0.73
  107.4055	      0.1	    0.00	   -0.73
  107.4077	      0.1	    0.00	   -0.73
  107.4108	      0.1	    0.00	   -0.73
  107.4119	      0.1	    0.00	   -0.73
  107.4136	      0.1	    0.00	   -0.73
  107.4181	      0.2	    0.00	   -0.73
  107.4186	      0.2	    0.00	   -0.73
  107.4194	      0.1	    0.00	   -0.73
  107.4202	      0.1	    0.00	   -0.73
  107.4205	      0.1	    0.00	   -0.73
  107.4208	      0.1	    0.00	   -0.73
  107.4224	      0.1	    0.00	   -0.73
  107.4233	      0.1	    0.00	   -0.73
  107.4245	      0.1	    0.00	   -0.73
  107.4268	      0.3	    0.00	   -0.73
  107.4296	      0.1	    0.00	   -0.73
  107.4332	      0.1	    0.00	   -0.73
  107.4363	      0.1	    0.00	   -0.73
  107.4384	      0.1	    0.00	   -0.73
  107.4389	      0.1	    0.00	   -0.73
  107.4391	      0.1	    0.00	   -0.73
  107.4417	      0.1	    0.00	   -0.73
  107.4432	      0.1	    0.00	   -0.73
  107.4439	      0.1	    0.00	   -0.73
  107.4455	      0.4	    0.00	   -0.73
  107.4463	      0.1	    0.00	   -0.73
  107.4474	      0.1	    0.00	   -0.73
  107.4487	      0.2	    0.00	   -0.73
  107.4520	      0.2	    0.00	   -0.73
  107.4544	      0.1	    0.00	   -0.73
  107.4568	      0.1	    0.00	   -0.73
  107.4595	      0.1	    0.00	   -0.73
  107.4602	      0.1	    0.00	   -0.73
  107.4642	      0.3	    0.00	   -0.73
  107.4652	      0.1	    0.00	   -0.73
  107.4693	      0.1	    0.00	   -0.73
  107.4696	      0.1	    0.00	   -0.73
  107.4704	      0.1	    0.00	   -0.73
  107.4715	      0.4	    0.00	   -0.73
  107.4771	      0.1	    0.00	   -0.73
  107.4780	      0.1	    0.00	   -0.73
  107.4790	      0.2	    0.00	   -0.73
  107.4797	      0.2	    0.00	   -0.73
  107.4806	      0.1	    0.00	   -0.73
  107.4863	      0.1	    0.00	   -0.73
  107.4867	      0.1	    0.00	   -0.73
  107.4921	      0.1	    0.00	   -0.73
  107.4955	      0.1	    0.00	   -0.73
  107.4969	      0.3	    0.00	   -0.73
  107.4979	      0.1	    0.00	   -0.73
  107.4988	      0.1	    0.00	   -0.73
  107.5001	      0.3	    0.00	   -0.73
  107.5011	      0.1	    0.00	   -0.73
  107.5030	      0.1	    0.00	   -0.73
  107.5049	      0.1	    0.00	   -0.73
  107.5064	      0.1	    0.00	   -0.73
  107.5080	      0.1	    0.00	   -0.73
  107.5095	      0.1	    0.00	   -0.73
  107.5143	      0.3	    0.00	   -0.73
  107.5153	      0.1	    0.00	   -0.73
  107.5198	      0.1	    0.00	   -0.73
  107.5217	      0.2	    0.00	   -0.73
  107.5222	      0.2	    0.00	   -0.73
  107.5226	      0.1	    0.00	   -0.73
  107.5232	      0.1	    0.00	   -0.73
  107.5245	      0.2	    0.00	   -0.73
  107.5289	      0.2	    0.00	   -0.73
  107.5300	      0.1	    0.00	   -0.73
  107.5338	      0.1	    0.00	   -0.73
  107.5371	      0.1	    0.00	   -0.73
  107.5391	      0.1	    0.00	   -0.73
  107.5398	      0.1	    0.00	   -0.73
  107.5418	      0.2	    0.00	   -0.73
  107.5453	      0.1	    0.00	   -0.73
  107.5485	      0.1	    0.00	   -0.73
  107.5520	      0.1	    0.00	   -0.73
  107.5533	      0.1	    0.00	   -0.73
  107.5551	      0.1	    0.00	   -0.73
  107.5561	      0.1	    0.00	   -0.73
  107.5574	      0.1	    0.00	   -0.73
  107.5585	      0.2	    0.00	   -0.73
  107.5599	      0.1	    0.00	   -0.73
  107.5610	      0.1	    0.00	   -0.73
  107.5614	      0.2	    0.00	   -0.73
  107.5624	      0.2	    0.00	   -0.73
  107.5643	      0.2	    0.00	   -0.73
  107.5653	      0.1	    0.00	   -0.73
  107.5668	      0.2	    0.00	   -0.73
  107.5676	      0.1	    0.00	   -0.73
  107.5695	      0.1	    0.00	   -0.73
  107.5742	      0.2	    0.00	   -0.73
  107.5753	      0.2	    0.00	   -0.73
  107.5775	      0.3	    0.00	   -0.73
  107.5799	      0.2	    0.00	   -0.73
  107.5816	      0.1	    0.00	   -0.73
  107.5833	      0.1	    0.00	   -0.73
  107.5848	      0.2	    0.00	   -0.73
  107.5887	      0.1	    0.00	   -0.73
  107.5895	      0.1	    0.00	   -0.73
  107.5921	      0.3	    0.00	   -0.73
  107.5931	      0.2	    0.00	   -0.73
  107.5943	      0.1	    0.00	   -0.73
  107.5962	      0.1	    0.00	   -0.73
  107.5974	      0.1	    0.00	   -0.73
  107.6001	      0.1	    0.00	   -0.73
  107.6009	      0.2	    0.00	   -0.73
  107.6020	      0.1	    0.00	   -0.73
  107.6027	      0.1	    0.00	   -0.73
  107.6043	      0.1	    0.00	   -0.73
  107.6079	      0.1	    0.00	   -0.73
  107.6091	      0.2	    0.00	   -0.73
  107.6103	      0.2	    0.00	   -0.73
  107.6125	      0.1	    0.00	   -0.73
  107.6146	      0.1	    0.00	   -0.73
  107.6156	      0.1	    0.00	   -0.73
  107.6163	      0.1	    0.00	   -0.73
  107.6194	      0.1	    0.00	   -0.73
  107.6219	      0.1	    0.00	   -0.73
  107.6231	      0.1	    0.00	   -0.73
  107.6255	      0.1	    0.00	   -0.73
  107.6264	      0.2	    0.00	   -0.73
  107.6272	      0.1	    0.00	   -0.73
  107.6330	      0.1	    0.00	   -0.73
  107.6335	      0.2	    0.00	   -0.73
  107.6360	      0.1	    0.00	   -0.73
  107.6367	      0.2	    0.00	   -0.73
  107.6381	      0.2	    0.00	   -0.73
  107.6391	      0.1	    0.00	   -0.73
  107.6399	      0.1	    0.00	   -0.73
  107.6410	      0.1	    0.00	   -0.73
  107.6434	      0.1	    0.00	   -0.73
  107.6437	      0.1	    0.00	   -0.73
  107.6440	      0.1	    0.00	   -0.73
  107.6449	      0.2	    0.00	   -0.73
  107.6471	      0.1	    0.00	   -0.73
  107.6482	      0.1	    0.00	   -0.73
  107.6493	      0.2	    0.00	   -0.73
  107.6503	      0.1	    0.00	   -0.73
  107.6510	      0.1	    0.00	   -0.73
  107.6520	      0.3	    0.00	   -0.73
  107.6527	      0.1	    0.00	   -0.73
  107.6549	      0.3	    0.00	   -0.73
  107.6557	      0.1	    0.00	   -0.73
  107.6599	      0.1	    0.00	   -0.73
  107.6631	      0.1	    0.00	   -0.73
  107.6641	      0.1	    0.00	   -0.73
  107.6651	      0.2	    0.00	   -0.73
  107.6660	      0.1	    0.00	   -0.73
  107.6674	      0.4	    0.00	   -0.73
  107.6704	      0.2	    0.00	   -0.73
  107.6724	      0.1	    0.00	   -0.73
  107.6736	      0.1	    0.00	   -0.73
  107.6749	      0.2	    0.00	   -0.73
  107.6764	      0.1	    0.00	   -0.73
  107.6800	      0.1	    0.00	   -0.73
  107.6812	      0.1	    0.00	   -0.73
  107.6833	      0.1	    0.00	   -0.73
  107.6846	      0.3	    0.00	   -0.73
  107.6875	      0.2	    0.00	   -0.73
  107.6889	      0.1	    0.00	   -0.73
  107.6895	      0.1	    0.00	   -0.73
  107.6903	      0.1	    0.00	   -0.73
  107.6924	      0.2	    0.00	   -0.73
  107.6947	      0.1	    0.00	   -0.73
  107.7025	      0.1	    0.00	   -0.73
  107.7041	      0.1	    0.00	   -0.73
  107.7052	      0.1	    0.00	   -0.73
  107.7120	      0.1	    0.00	   -0.73
  107.7161	      0.1	    0.00	   -0.73
  107.7189	      0.2	    0.00	   -0.73
  107.7203	      0.1	    0.00	   -0.73
  107.7206	      0.1	    0.00	   -0.73
  107.7209	      0.1	    0.00	   -0.73
  107.7230	      0.1	    0.00	   -0.73
  107.7244	      0.2	    0.00	   -0.73
  107.7251	      0.3	    0.00	   -0.73
  107.7266	      0.1	    0.00	   -0.73
  107.7285	      0.2	    0.00	   -0.73
  107.7296	      0.1	    0.00	   -0.73
  107.7304	      0.2	    0.00	   -0.73
  107.7308	      0.2	    0.00	   -0.73
  107.7315	      0.4	    0.00	   -0.73
  107.7325	      0.1	    0.00	   -0.73
  107.7332	      0.1	    0.00	   -0.73
  107.7347	      0.1	    0.00	   -0.73
  107.7350	      0.1	    0.00	   -0.73
  107.7353	      0.1	    0.00	   -0.73
  107.7361	      0.1	    0.00	   -0.73
  107.7379	      0.1	    0.00	   -0.73
  107.7405	      0.1	    0.00	   -0.73
  107.7416	      0.3	    0.00	   -0.73
  107.7427	      0.2	    0.00	   -0.73
  107.7468	      0.2	    0.00	   -0.73
  107.7478	      0.1	    0.00	   -0.73
  107.7484	      0.2	    0.00	   -0.73
  107.7491	      0.1	    0.00	   -0.73
  107.7516	      0.1	    0.00	   -0.73
  107.7533	      0.1	    0.00	   -0.73
  107.7544	      0.1	    0.00	   -0.73
  107.7554	      0.3	    0.00	   -0.73
  107.7568	      0.2	    0.00	   -0.73
  107.7576	      0.2	    0.00	   -0.73
  107.7590	      0.1	    0.00	   -0.73
  107.7597	      0.1	    0.00	   -0.73
  107.7624	      0.1	    0.00	   -0.73
  107.7655	      0.1	    0.00	   -0.73
  107.7678	      0.3	    0.00	   -0.73
  107.7696	      0.1	    0.00	   -0.73
  107.7704	      0.2	    0.00	   -0.73
  107.7716	      0.4	    0.00	   -0.73
  107.7737	      0.1	    0.00	   -0.73
  107.7748	      0.3	    0.00	   -0.73
  107.7775	      0.3	    0.00	   -0.73
  107.7846	      0.1	    0.00	   -0.73
  107.7882	      0.1	    0.00	   -0.73
  107.7899	      0.1	    0.00	   -0.73
  107.7912	      0.2	    0.00	   -0.73
  107.7924	      0.1	    0.00	   -0.73
  107.7942	      0.1	    0.00	   -0.73
  107.7976	      0.1	    0.00	   -0.73
  107.7980	      0.2	    0.00	   -0.73
  107.7987	      0.2	    0.00	   -0.73
  107.7994	      0.1	    0.00	   -0.73
  107.8004	      0.1	    0.00	   -0.73
  107.8016	      0.3	    0.00	   -0.73
  107.8035	      0.2	    0.00	   -0.73
  107.8053	      0.2	    0.00	   -0.72
  107.8067	      0.3	    0.00	   -0.72
  107.8076	      0.1	    0.00	   -0.72
  107.8104	      0.2	    0.00	   -0.72
  107.8117	      0.2	    0.00	   -0.72
  107.8123	      0.1	    0.00	   -0.72
  107.8133	      0.2	    0.00	   -0.72
  107.8151	      0.1	    0.00	   -0.72
  107.8181	      0.3	    0.00	   -0.72
  107.8190	      0.1	    0.00	   -0.72
  107.8219	      0.2	    0.00	   -0.72
  107.8226	      0.1	    0.00	   -0.72
  107.8234	      0.1	    0.00	   -0.72
  107.8242	      0.1	    0.00	   -0.72
  107.8258	      0.2	    0.00	   -0.72
  107.8280	      0.1	    0.00	   -0.72
  107.8308	      0.1	    0.00	   -0.72
  107.8314	      0.1	    0.00	   -0.72
  107.8341	      0.1	    0.00	   -0.72
  107.8385	      0.2	    0.00	   -0.72
  107.8417	      0.2	    0.00	   -0.72
  107.8424	      0.2	    0.00	   -0.72
  107.8439	      0.1	    0.00	   -0.72
  107.8461	      0.2	    0.00	   -0.72
  107.8483	      0.1	    0.00	   -0.72
  107.8500	      0.1	    0.00	   -0.72
  107.8533	      0.1	    0.00	   -0.72
  107.8545	      0.1	    0.00	   -0.72
  107.8560	      0.1	    0.00	   -0.72
  107.8571	      0.2	    0.00	   -0.72
  107.8584	      0.1	    0.00	   -0.72
  107.8589	      0.1	    0.00	   -0.72
  107.8618	      0.1	    0.00	   -0.72
  107.8624	      0.1	    0.00	   -0.72
  107.8634	      0.1	    0.00	   -0.72
  107.8668	      0.1	    0.00	   -0.72
  107.8680	      0.2	    0.00	   -0.72
  107.8684	      0.2	    0.00	   -0.72
  107.8731	      0.1	    0.00	   -0.72
  107.8754	      0.1	    0.00	   -0.72
  107.8767	      0.1	    0.00	   -0.72
  107.8780	      0.1	    0.00	   -0.72
  107.8796	      0.2	    0.00	   -0.72
  107.8808	      0.1	    0.00	   -0.72
  107.8834	      0.1	    0.00	   -0.72
  107.8842	      0.1	    0.00	   -0.72
  107.8870	      0.2	    0.00	   -0.72
  107.8880	      0.2	    0.00	   -0.72
  107.8890	      0.3	    0.00	   -0.72
  107.8905	      0.1	    0.00	   -0.72
  107.8949	      0.3	    0.00	   -0.72
  107.8963	      0.1	    0.00	   -0.72
  107.8973	      0.2	    0.00	   -0.72
  107.8987	      0.2	    0.00	   -0.72
  107.9012	      0.1	    0.00	   -0.72
  107.9027	      0.1	    0.00	   -0.72
  107.9041	      0.1	    0.00	   -0.72
  107.9076	      0.1	    0.00	   -0.72
  107.9083	      0.1	    0.00	   -0.72
  107.9108	      0.2	    0.00	   -0.72
  107.9135	      0.2	    0.00	   -0.72
  107.9154	      0.2	    0.00	   -0.72
  107.9163	      0.1	    0.00	   -0.72
  107.9179	      0.2	    0.00	   -0.72
  107.9206	      0.1	    0.00	   -0.72
  107.9214	      0.1	    0.00	   -0.72
  107.9233	      0.2	    0.00	   -0.72
  107.9260	      0.2	    0.00	   -0.72
  107.9272	      0.2	    0.00	   -0.72
  107.9280	      0.1	    0.00	   -0.72
  107.9295	      0.1	    0.00	   -0.72
  107.9304	      0.1	    0.00	   -0.72
  107.9310	      0.1	    0.00	   -0.72
  107.9349	      0.1	    0.00	   -0.72
  107.9359	      0.2	    0.00	   -0.72
  107.9373	      0.2	    0.00	   -0.72
  107.9384	      0.1	    0.00	   -0.72
  107.9421	      0.1	    0.00	   -0.72
  107.9436	      0.1	    0.00	   -0.72
  107.9458	      0.1	    0.00	   -0.72
  107.9483	      0.1	    0.00	   -0.72
  107.9502	      0.3	    0.00	   -0.72
  107.9514	      0.2	    0.00	   -0.72
  107.9537	      0.2	    0.00	   -0.72
  107.9599	      0.1	    0.00	   -0.72
  107.9615	      0.1	    0.00	   -0.72
  107.9619	      0.1	    0.00	   -0.72
  107.9629	      0.1	    0.00	   -0.72
  107.9636	      0.1	    0.00	   -0.72
  107.9669	      0.1	    0.00	   -0.72
  107.9700	      0.1	    0.00	   -0.72
  107.9708	      0.1	    0.00	   -0.72
  107.9726	      0.2	    0.00	   -0.72
  107.9753	      0.1	    0.00	   -0.72
  107.9761	      0.1	    0.00	   -0.72
  107.9777	      0.1	    0.00	   -0.72
  107.9808	      0.1	    0.00	   -0.72
  107.9817	      0.1	    0.00	   -0.72
  107.9836	      0.1	    0.00	   -0.72
  107.9852	      0.1	    0.00	   -0.72
  107.9870	      0.1	    0.00	   -0.72
  107.9885	      0.1	    0.00	   -0.72
  107.9900	      0.1	    0.00	   -0.72
  107.9902	      0.1	    0.00	   -0.72
  107.9906	      0.1	    0.00	   -0.72
  107.9913	      0.1	    0.00	   -0.72
  107.9923	      0.1	    0.00	   -0.72
  107.9956	      0.3	    0.00	   -0.72
  107.9964	      0.3	    0.00	   -0.72
  107.9976	      0.2	    0.00	   -0.72
  107.9994	      0.2	    0.00	   -0.72
  108.0003	      0.2	    0.00	   -0.72
  108.0014	      0.2	    0.00	   -0.72
  108.0034	      0.3	    0.00	   -0.72
  108.0041	      0.1	    0.00	   -0.72
  108.0049	      0.1	    0.00	   -0.72
  108.0056	      0.1	    0.00	   -0.72
  108.0066	      0.2	    0.00	   -0.72
  108.0075	      0.1	    0.00	   -0.72
  108.0084	      0.1	    0.00	   -0.72
  108.0090	      0.1	    0.00	   -0.72
  108.0116	      0.1	    0.00	   -0.72
  108.0132	      0.1	    0.00	   -0.72
  108.0160	      0.1	    0.00	   -0.72
  108.0196	      4.9	    0.00	   -0.72
  108.0208	   7608.4	    6.76	   -0.72
  108.0223	      3.6	    0.00	   -0.72
