m/z	intensity	relative	noise
124.0156	704.7	0.4724999999999999	0.8944271909999159
124.02162499999999	1.2	0.0	0.75
124.0279	0.35	0.0	0.35355339059327373
124.03496585365855	1.025	0.0	0.75
124.03945765004225	29.575000000000003	0.0175	0.8944271909999159
124.04751797752807	2.225	0.0	0.8944271909999159
125.01898607594937	3.95	0.0	0.75
125.0235	413.04999999999995	0.2825	0.8944271909999159
125.0347359649123	2.8499999999999996	0.0	0.8944271909999159
125.0962611111111	0.9	0.0	0.5773502691896258
126.00098085106383	1.175	0.0	0.75
126.02691111111109	0.675	0.0	0.5773502691896258
126.05510000000001	0.275	0.0	0.35355339059327373
126.90408711538461	13.0	0.01	0.8944271909999159
126.9947	27.475	0.0175	0.8944271909999159
127.0027385775862	11.6	0.0075	0.8944271909999159
127.02	1.5	0.0	0.5773502691896258
127.0392	148.45	0.10250000000000001	0.8944271909999159
127.0504	12.625	0.01	0.8944271909999159
127.07545942028986	1.725	0.0	0.75
128.0344	1335.175	0.9075	0.8944271909999159
128.037056	1.875	0.0	0.75
128.04964993429698	19.025	0.0125	0.8944271909999159
128.07079999999996	4.925000000000001	0.0025	0.8944271909999159
128.9918	1.275	0.0	0.5773502691896258
129.0184	211.0	0.14500000000000002	0.8944271909999159
129.0377459375	8.0	0.005	0.8944271909999159
129.04487191601052	9.524999999999999	0.0075	0.8944271909999159
129.0548	112.9	0.07500000000000001	0.8944271909999159
129.05748341101693	118.0	0.07750000000000001	0.8944271909999159
129.09120000000001	34.925	0.0225	0.8944271909999159
130.0500760233918	4.275	0.0	0.9123157348199141
130.0527	31.150000000000002	0.02	0.9123157348199141
130.06085172413793	0.725	0.0	0.6004442799572108
130.0653	263.825	0.17250000000000001	0.9123157348199141
130.08639999999997	29.3	0.0175	0.9123157348199141
131.03410000000002	259.775	0.1825	0.9883420460549069
131.0367829113924	27.650000000000002	0.0175	0.9883420460549069
131.04528461538462	2.275	0.0	0.835
131.0606	77.175	0.05	0.9883420460549069
131.0687	0.625	0.0	0.5773502691896258
131.07045454545457	0.825	0.0	0.6004442799572108
131.08166785714286	2.1	0.0	0.855
132.02075294117648	0.8500000000000001	0.0	0.6293117934166921
132.0293	398.625	0.27	1.0688404932448994
132.032	160.5	0.10500000000000001	1.0688404932448994
132.04458236024843	20.125	0.0125	1.0688404932448994
132.06569999999996	42.0	0.0275	1.073312629199899
132.453	0.35	0.0	0.43133513652379396
132.4534	0.7	0.0	0.35355339059327373
132.4541	0.625	0.0	0.35355339059327373
132.4552	0.4	0.0	0.43133513652379396
132.4557	0.95	0.0	0.35355339059327373
132.456	0.5	0.0	0.3676955262170047
132.4563	0.625	0.0	0.43133513652379396
132.4567	0.7	0.0	0.35355339059327373
132.4574	0.475	0.0	0.3676955262170047
132.4583	1.1	0.0	0.6524058041842771
132.4588	0.975	0.0	0.35355339059327373
132.4598	1.075	0.0	0.35355339059327373
132.4602	1.05	0.0	0.35355339059327373
132.4605	0.85	0.0	0.43133513652379396
132.4608	0.725	0.0	0.3676955262170047
132.4614	0.875	0.0	0.43133513652379396
132.4617	0.575	0.0	0.6081118318204308
132.4623	0.875	0.0	0.3676955262170047
132.46264367816096	2.175	0.0	0.6408587988004846
132.4633	0.45	0.0	0.6081118318204308
132.464	0.75	0.0	0.3676955262170047
132.46460684931506	1.825	0.0	0.6524058041842771
132.465	1.05	0.0	0.35355339059327373
132.4655	0.625	0.0	0.6081118318204308
132.4658	0.8	0.0	0.43133513652379396
132.4661	0.825	0.0	0.3676955262170047
132.4666	1.65	0.0	0.6408587988004846
132.4669	0.575	0.0	0.3676955262170047
132.46764096385542	2.075	0.0	0.94
132.4681	1.125	0.0	0.43133513652379396
132.46904677419357	1.5499999999999998	0.0	0.7967433714816835
132.4694	0.825	0.0	0.3676955262170047
132.47105480769233	2.5999999999999996	0.0	1.1135618527948952
132.47210545454544	1.375	0.0	0.7967433714816835
132.47330188679246	1.3250000000000002	0.0	0.84870489570875
132.4738	0.45	0.0	0.3676955262170047
132.474324	1.25	0.0	0.7967433714816835
132.474914893617	1.175	0.0	0.6524058041842771
132.4755	0.525	0.0	0.6081118318204308
133.01172210526315	2.375	0.0	0.8429313930168536
133.0133	7059.25	4.8925	1.1806438921198887
133.01591722122302	111.19999999999999	0.0725	1.1806438921198887
133.02857040816326	2.45	0.0	0.8500000000000001
133.0326551724138	0.7250000000000001	0.0	0.6177647880328997
133.0353	0.325	0.0	0.45254833995939037
133.0398	304.475	0.1975	1.1851160280748885
133.04971937269374	13.55	0.0125	1.01
133.0651	0.425	0.0	0.45254833995939037
134.01670586844367	116.3	0.08000000000000002	1.3148079707698763
134.0194	0.35	0.0	0.4101219330881975
134.02386637976002	95.85	0.0625	1.3148079707698763
134.03508205128205	21.45	0.015	1.3148079707698765
134.03638215384615	8.125	0.005	1.3148079707698763
134.0432	0.525	0.0	0.48083261120685233
134.0463	384.75	0.26	1.3148079707698763
134.060202811245	6.225	0.0025	1.3192801067248758
134.9844	101.875	0.07	1.4444999134648642
135.0080291666667	1.2	0.0	1.1142860195359778
135.0176	5.35	0.0025	1.2550000000000001
135.029	1.5	0.0	0.4666904755831214
135.03029999999998	211.925	0.135	1.4489720494198635
135.04428349229636	34.075	0.0225	1.4489720494198637
135.0497	0.425	0.0	0.5161879502661797
135.05548117647058	2.125	0.0	1.29
136.00314893617022	1.1749999999999998	0.0	0.8544783984006462
136.0157	237.375	0.15749999999999997	1.583136128069851
136.0395	46.7	0.027500000000000004	1.583136128069851
137.0001	27.375	0.0175	1.7128280707648387
137.0109	0.425	0.0	0.5868986283848344
137.02357391670827	800.8000000000001	0.5325	1.7173002067198384
137.03480000000002	12.899999999999999	0.01	1.7173002067198384
137.9949	0.525	0.0	0.5727564927611035
138.01879999999997	350.57500000000005	0.22999999999999998	1.7128280707648387
138.02687637362638	4.55	0.0	1.7128280707648387
138.0314	12.875	0.0075	1.712828070764839
138.0341	7.75	0.0075	1.7128280707648387
138.05339999999998	1.7000000000000002	0.0	0.9237604307034013
138.0552	4099.125	2.7	1.708355934809839
138.057	0.8	0.0	0.551543289325507
138.05734642857144	1.4	0.0	0.9237604307034013
138.9793	2.375	0.0	1.215
139.0028	151.45	0.10250000000000001	1.6815231190798419
139.0223	0.475	0.0	0.5727564927611035
139.0266251396648	4.475	0.0025	1.6859952550348416
139.02939714285714	0.875	0.0	0.9295339333952976
139.03918320895522	13.4	0.01	1.6859952550348416
139.0504685185185	1.35	0.0	0.9295339333952976
139.0585	138.9	0.09	1.6859952550348416
140.01090000000002	43.4	0.030000000000000002	1.6546903033498441
140.03453863636366	1.1	0.0	0.9584014468547789
140.0478	0.45	0.0	0.565685424949238
140.0497	2920.1	1.935	1.6546903033498443
141.01849999999996	1593.6000000000001	1.0699999999999998	1.623385351664847
141.0431	0.7	0.0	0.551543289325507
141.045	4341.475	2.8625	1.6189132157098478
141.0531	130.925	0.0875	1.6189132157098478
141.05758181818186	5.7749999999999995	0.0025	1.6189132157098478
141.0661	1.05	0.0	0.9237604307034013
141.09127415254235	5.8999999999999995	0.0025	1.6189132157098478
141.99000000000004	7.675	0.005	1.5920803999798503
142.02188719298246	14.25	0.0075	1.5920803999798503
142.02906065573774	1.525	0.0	1.0450039872332226
142.04020000000003	7.725	0.005	1.5920803999798503
142.0483	209.15	0.1375	1.5920803999798503
142.0502	0.525	0.0	0.5868986283848344
142.06540000000004	302.025	0.1975	1.5920803999798503
142.99769999999998	13.100000000000001	0.01	1.37
143.0242	9.125	0.0025	1.5652475842498528
143.03410357983523	254.89999999999998	0.1775	1.5652475842498528
143.0454	0.775	0.0	0.5939696961966998
143.0494	0.775	0.0	0.5374011537017761
143.0606	369.9	0.24	1.5607754482948533
143.0686	0.5	0.0	0.6646803743153545
143.0706	28.375	0.02	1.560775448294853
143.1069	401.6	0.265	1.560775448294853
144.0293	0.45	0.0	0.6081118318204308
144.0428	0.375	0.0	0.5232590180780451
144.04468019411263	2109.6	1.3824999999999998	1.5339426325648555
144.0559	0.4	0.0	0.5232590180780451
144.064	0.7	0.0	0.5232590180780451
144.0657596491228	1.4249999999999998	0.0	1.0623244953089115
144.11025172413792	1.45	0.0	0.9179869280115049
144.96196	1.375	0.0	0.8660254037844387
144.9639	5691.675	3.7849999999999997	1.5115819527898577
144.96609770114944	2.175	0.0	1.404250689869868
145.01340684210527	9.5	0.005	1.507109816834858
145.02869999999996	32.325	0.0225	1.5071098168348582
145.0399	1556.7250000000001	1.015	1.507109816834858
145.04793347662547	46.525	0.030000000000000002	1.5071098168348582
145.0498	154.6	0.10250000000000001	1.5071098168348582
145.061	722.55	0.49249999999999994	1.5071098168348582
145.07633770491805	1.525	0.0	1.18
145.08617142857142	1.575	0.0	1.175
145.0974	93.625	0.0625	1.5026376808798587
146.02389999999997	511.025	0.33	1.5786639921148515
146.04316822695037	17.625	0.0125	1.5786639921148515
146.045	8165.775	5.58	1.5786639921148515
146.0475631955485	31.449999999999996	0.02	1.5786639921148515
146.0603	45.075	0.03	1.583136128069851
146.0643916666667	1.7999999999999998	0.0	1.1142860195359778
147.01920000000004	27.174999999999997	0.0175	1.690467390989841
147.027279	2.5	0.0	1.3699999999999999
147.0291	101.7	0.0675	1.690467390989841
147.03174710743798	3.0250000000000004	0.0	1.3699999999999999
147.04430357142854	4.2	0.0	1.690467390989841
147.0484	216.175	0.1475	1.6949395269448406
147.05557066666668	7.5	0.0025	1.6949395269448406
148.02704107142856	1.4	0.0	1.1547005383792517
148.03960000000004	1182.8249999999998	0.7825	1.8022707898648305
148.04285322580645	1.5499999999999998	0.0	1.1720210464549405
148.0492425	3.0	0.0	1.1720210464549405
148.06073594470044	5.425	0.005	1.585
148.0619	0.45	0.0	0.6151828996322963
149.00909635761587	7.550000000000001	0.005	1.91407418873982
149.01100000000005	8301.349999999999	5.452500000000001	1.91407418873982
149.0134	1.1	0.0	0.714177848998413
149.02362373354606	62.675	0.0425	1.91407418873982
149.0348	7.1	0.0025	1.91407418873982
149.04288959459458	18.5	0.0125	1.9185463246948196
149.04470194534508	53.974999999999994	0.0375	1.9185463246948196
149.04734130434784	1.15	0.0	1.275944094909073
149.0599638218924	13.475	0.01	1.9185463246948196
149.0714	0.675	0.0	0.9121677477306462
149.0963454097117	65.9	0.0425	1.9185463246948196
149.9991	0.8	0.0	1.0111626970967629
150.00110000000004	5968.15	3.8999999999999995	2.030349723569809
150.0031524590164	1.525	0.0	1.431828667590272
150.0035	0.825	0.0	1.0111626970967629
150.0144	343.0	0.225	2.030349723569809
150.01886218046624	1244.0	0.825	2.030349723569809
150.0314	1059.15	0.7	2.030349723569809
150.04129999999998	241.85	0.16249999999999998	2.0348218595248087
150.05527416472415	64.35	0.04	2.0348218595248087
150.97933875	2.0	0.0	1.2239825706820067
151.0028	44.4	0.0325	2.1421531224447983
151.0045	180.65	0.11750000000000001	2.1421531224447987
151.01540256410254	3.9000000000000004	0.0	1.885
151.02221059113302	20.299999999999997	0.0125	1.885
151.0253	9.0	0.0075	2.1421531224447983
151.02674545454545	4.125	0.0	2.1421531224447983
151.03485778894472	9.95	0.0075	2.1466252583997982
151.03928117117624	2672.1	1.77	2.1466252583997982
151.05049999999997	5.425	0.0025	1.85
151.0603462962963	6.75	0.005	1.61
151.97601636107194	17.724999999999998	0.01	2.2539565213197883
151.9969801342282	74.5	0.0475	2.2539565213197883
152.00804411764707	5.1	0.005	1.2643970895252807
152.01069999999999	38397.55	25.7075	2.253956521319788
152.0132	3.0999999999999996	0.0	1.6454482671904336
152.0345	214.0	0.14	2.2629007932297873
152.0426	72.1	0.05	2.2629007932297873
152.04542012012013	16.65	0.01	2.2629007932297873
152.04696163934426	15.25	0.01	2.2629007932297873
152.0503	0.6	0.0	0.7919595949289332
152.0528	1.0	0.0	0.7919595949289332
152.0559	0.7	0.0	0.7919595949289332
152.0565112903226	1.5499999999999998	0.0	1.275944094909073
152.0573	1.0	0.0	1.2303657992645927
152.0578962962963	2.025	0.0	1.299038105676658
152.0589	0.675	0.0	0.7919595949289332
152.05982600000002	3.75	0.0	2.267372929184787
152.06061370967743	3.1	0.0	1.995
152.0613	0.8	0.0	0.7636753236814713
152.062	2.475	0.0	1.65122176988233
152.06293636363637	3.3	0.0	1.665
152.06354042553193	2.35	0.0	1.65122176988233
152.0647	1.2	0.0	1.2303657992645927
152.0652510638298	2.3499999999999996	0.0	1.2701705922171769
152.0658	1.025	0.0	0.7990306627407986
152.0663	1.25	0.0	1.2303657992645927
152.06788208955223	3.35	0.0	1.665
152.0684585858586	2.4749999999999996	0.0	1.65122176988233
152.069	1.025	0.0	0.7636753236814713
152.0698	0.575	0.0	0.7990306627407986
152.07081822916666	4.8	0.0	2.267372929184787
152.07374210526314	1.9000000000000001	0.0	1.2701705922171769
152.0746	0.825	0.0	0.7919595949289332
152.07604999999998	1.45	0.0	1.2701705922171769
152.0767	0.675	0.0	0.7636753236814713
152.0781	0.725	0.0	0.7636753236814713
152.0811	0.55	0.0	0.7636753236814713
152.98349999999996	99.95000000000002	0.0675	2.3657599201947774
152.9951	2719.025	1.855	2.3657599201947774
153.0147502676318	901.425	0.605	2.370232056149777
153.0185	107005.67499999999	71.6	2.370232056149777
153.0222	0.7	0.0	0.7990306627407986
153.04493402153264	197.375	0.1275	2.3747041921047765
153.05361744966442	93.125	0.0625	2.3747041921047765
153.0661	2.0	0.0	1.7609183210283585
153.99605949367088	1.975	0.0	1.864841369482491
153.9984	13.7	0.01	2.486507590979766
154.015	59.800000000000004	0.0425	2.4865075909797656
154.01744285714284	2.45	0.0	1.3452261272118282
154.0199	1.6	0.0	1.3452261272118282
154.02189999999996	5192.675	3.48	2.4865075909797656
154.0243683006536	7.65	0.005	2.4909797269347655
154.02628978444235	26.675	0.02	2.4909797269347655
154.05028739130432	5.75	0.0025	2.1950000000000003
154.0528	1516.8	1.0	2.4909797269347655
154.06136839483813	220.85	0.1475	2.4909797269347655
155.0228	312.525	0.21000000000000002	2.5133404067097636
155.02526087945412	32.975	0.02	2.513340406709763
155.03421100412652	18.175	0.0125	2.513340406709763
155.03690000000003	88.19999999999999	0.0575	2.513340406709763
155.05630000000002	21.65	0.0125	2.513340406709763
155.05855806451615	1.55	0.0	1.4029611541307905
155.0607	10861.8	7.1875	2.5133404067097636
155.06325679999998	3.125	0.0	2.513340406709763
155.10700000000003	23.275	0.015	2.5178125426647626
156.03228180092987	263.475	0.17	2.522284678619763
156.0406	1.4	0.0	1.400071426749364
156.04478270542862	168.55	0.11	2.522284678619763
156.0646673611111	7.2	0.0075	1.83
156.06551107219826	92.80000000000001	0.0575	2.5222846786197626
156.0685	126658.125	83.1825	2.522284678619763
156.1046	152.375	0.1	2.522284678619763
157.01346137710166	156.125	0.1075	2.531228950529762
157.0307	17.75	0.0125	1.8599999999999999
157.04	540.375	0.35500000000000004	2.531228950529762
157.05023	4.25	0.0	2.531228950529762
157.05260000000004	3512.0249999999996	2.3	2.531228950529762
157.065760690571	112.95000000000002	0.0725	2.526756814574762
157.07001576576576	5.55	0.0025	2.531228950529762
157.07232660334688	9120.375	5.9825	2.531228950529762
157.07630000000003	136127.125	89.9625	2.531228950529762
157.08004943820222	2.225	0.0	1.8302003533311137
157.08605113268607	7.725	0.005	2.531228950529762
157.11275088145896	164.5	0.10750000000000001	2.531228950529762
157.122522022182	1298.3500000000001	0.86	2.531228950529762
157.99098587145338	129.525	0.085	2.5357010864847616
158.02396698113208	2.65	0.0	1.8186533479473213
158.03658559510563	44.95	0.03	2.5357010864847616
158.04338952380954	2.625	0.0	2.1799999999999997
158.04780000000002	307.575	0.2	2.5357010864847616
158.05598231150537	191.64999999999998	0.1225	2.5357010864847616
158.0603	8205.425	5.3825	2.5357010864847616
158.0629368	3.125	0.0	2.1799999999999997
158.06893466666668	1.875	0.0	1.8186533479473213
158.07332198100409	331.65	0.2175	2.5357010864847616
158.07538008345978	131.8	0.08499999999999999	2.5357010864847616
158.0796806213025	10454.65	6.91	2.5357010864847616
158.08233184079603	50.25	0.0325	2.5357010864847616
158.12591918767507	17.85	0.0125	2.531228950529762
158.9246	2.575	0.0	1.4491491756659607
159.0099	3.025	0.0025	1.4491491756659607
159.0192226190476	8.4	0.0025	2.5446453583947606
159.0291	167.27499999999998	0.1175	2.54464535839476
159.03180000000003	188.875	0.125	2.5446453583947606
159.0556	2432.125	1.5925	2.5446453583947606
159.0637	602.85	0.395	2.5446453583947606
159.0657	0.675	0.0	0.8697413408594534
159.07672828535667	19.975	0.015	2.54464535839476
159.0830211544243	249.475	0.165	2.54464535839476
159.0919572881356	7.375	0.005	2.5446453583947606
159.1018635714286	3.4999999999999996	0.0	2.175
160.0158	10.4	0.01	2.205
160.02708546875	16.0	0.0125	2.5535896303047596
160.0375	0.975	0.0	0.9192388155425117
160.0396	2322.575	1.5325	2.5535896303047596
160.05088366247756	125.325	0.08	2.5535896303047596
160.05898303387335	84.875	0.0575	2.5535896303047596
160.0607587628866	4.85	0.005	1.5126577052768198
160.06344485842027	33.55	0.0225	2.5535896303047596
161.02364419672128	38.125	0.025	2.5535896303047596
161.0349	1497.05	0.98	2.5535896303047596
161.0429	40.2	0.025	2.5535896303047596
161.0448035992218	539.6999999999999	0.3775	2.5535896303047596
161.04745857142856	1.75	0.0	1.766691823720255
161.07129999999998	1092.15	0.7125	2.54911749434976
162.01889999999997	617.0	0.40750000000000003	2.562533902214759
162.0315	1492.85	0.9850000000000001	2.562533902214759
162.0382	23.675	0.0175	2.562533902214759
162.0427	227.75	0.1475	2.562533902214759
162.04813218390808	2.175	0.0	1.5068842025849236
162.05530000000002	54.625	0.035	2.562533902214759
162.0746	15.399999999999999	0.0125	2.562533902214759
162.07640000000004	96.125	0.065	2.562533902214759
163.00289999999998	0.8	0.0	0.9545941546018392
163.0159	0.85	0.0	0.9192388155425117
163.02229999999997	1.8250000000000002	0.0	1.7031832941093963
163.02677071823206	4.525	0.0025	2.2
163.03486013590035	22.075	0.0125	2.571478174124758
163.0393	97.375	0.065	2.5714781741247585
163.0505	25.375	0.015	2.571478174124758
163.06042352286428	269.525	0.19000000000000003	2.571478174124758
163.1121	165.225	0.10500000000000001	2.571478174124758
163.99815589534487	73.575	0.0475	2.575950310079758
164.03455322728288	6581.775000000001	4.33	2.571478174124758
164.0374258064516	4.65	0.0025	2.1900000000000004
164.07094123552125	64.75	0.04	2.571478174124758
165.006	16.625	0.01	2.135
165.01860000000002	169.7	0.115	2.504396134799764
165.0378371860607	287.67499999999995	0.19	2.504396134799764
165.0400230769231	567.125	0.3775	2.504396134799764
165.0424	1.7	0.0	0.9404520189781082
165.05495777496841	19.775	0.0125	2.504396134799764
165.97836	1.75	0.0	1.6223542564228486
166.01388232765746	151.22500000000002	0.10250000000000001	2.4328419595197714
