SPECTRUM - MS
c13_1-qb.raw
FTMS - p NSI Full ms [100.00-1000.00]
Scan #: 1
RT: 0.01
m/z	Intensity	Relative	Noise

  100.0017	      0.3	    0.00	   -0.74
  100.0031	      0.1	    0.00	   -0.74
  100.0039	      0.2	    0.00	   -0.74
  100.0066	      0.1	    0.00	   -0.74
  100.0070	      0.1	    0.00	   -0.74
  100.0073	      0.1	    0.00	   -0.74
  100.0090	      0.1	    0.00	   -0.74
  100.0104	      0.2	    0.00	   -0.74
  100.0112	      0.1	    0.00	   -0.74
  100.0134	      0.1	    0.00	   -0.74
  100.0140	      0.1	    0.00	   -0.74
  100.0155	      0.2	    0.00	   -0.74
  100.0164	      0.1	    0.00	   -0.74
  100.0180	      0.1	    0.00	   -0.74
  100.0191	      0.1	    0.00	   -0.74
  100.0204	      0.2	    0.00	   -0.74
  100.0219	      0.2	    0.00	   -0.74
  100.0236	      0.1	    0.00	   -0.74
  100.0239	      0.1	    0.00	   -0.74
  100.0249	      0.1	    0.00	   -0.74
  100.0265	      0.3	    0.00	   -0.74
  100.0286	      0.1	    0.00	   -0.74
  100.0297	      0.9	    0.00	   -0.74
  100.0315	      0.1	    0.00	   -0.74
  100.0323	      0.1	    0.00	   -0.74
  100.0351	      0.2	    0.00	   -0.74
  100.0367	      0.2	    0.00	   -0.74
  100.0379	      0.1	    0.00	   -0.74
  100.0395	      0.3	    0.00	   -0.74
  100.0415	      0.1	    0.00	   -0.74
  100.0427	      0.1	    0.00	   -0.74
  100.0435	      0.1	    0.00	   -0.74
  100.0444	      0.1	    0.00	   -0.74
  100.0459	      0.2	    0.00	   -0.74
  100.0473	      0.1	    0.00	   -0.74
  100.0481	      0.1	    0.00	   -0.74
  100.0494	      0.2	    0.00	   -0.74
  100.0505	      0.2	    0.00	   -0.74
  100.0512	      0.1	    0.00	   -0.74
  100.0543	      0.2	    0.00	   -0.74
  100.0556	      0.2	    0.00	   -0.74
  100.0563	      0.2	    0.00	   -0.74
  100.0590	      0.1	    0.00	   -0.74
  100.0603	      0.2	    0.00	   -0.74
  100.0625	      0.1	    0.00	   -0.74
  100.0646	      0.3	    0.00	   -0.74
  100.0664	      0.1	    0.00	   -0.74
  100.0693	      0.2	    0.00	   -0.74
  100.0704	      0.1	    0.00	   -0.74
  100.0714	      0.2	    0.00	   -0.74
  100.0722	      0.2	    0.00	   -0.74
  100.0736	      0.1	    0.00	   -0.74
  100.0760	      0.1	    0.00	   -0.74
  100.0787	      0.2	    0.00	   -0.74
  100.0810	      0.1	    0.00	   -0.74
  100.0827	      0.1	    0.00	   -0.74
  100.0835	      0.1	    0.00	   -0.74
  100.0857	      0.1	    0.00	   -0.74
  100.0874	      0.1	    0.00	   -0.74
  100.0892	      0.2	    0.00	   -0.74
  100.0900	      0.1	    0.00	   -0.74
  100.0911	      0.2	    0.00	   -0.74
  100.0921	      0.1	    0.00	   -0.74
  100.0927	      0.1	    0.00	   -0.74
  100.0940	      0.2	    0.00	   -0.74
  100.0958	      0.2	    0.00	   -0.74
  100.0963	      0.1	    0.00	   -0.74
  100.0998	      0.1	    0.00	   -0.74
  100.1007	      0.1	    0.00	   -0.74
  100.1015	      0.2	    0.00	   -0.74
  100.1032	      0.2	    0.00	   -0.74
  100.1070	      0.2	    0.00	   -0.74
  100.1080	      0.1	    0.00	   -0.74
  100.1089	      0.1	    0.00	   -0.74
  100.1136	      0.1	    0.00	   -0.74
  100.1150	      0.1	    0.00	   -0.74
  100.1160	      0.2	    0.00	   -0.74
  100.1192	      0.2	    0.00	   -0.74
  100.1200	      0.2	    0.00	   -0.74
  100.1221	      0.1	    0.00	   -0.74
  100.1255	      0.2	    0.00	   -0.74
  100.1270	      0.1	    0.00	   -0.74
  100.1279	      0.1	    0.00	   -0.74
  100.1286	      0.1	    0.00	   -0.74
  100.1318	      0.2	    0.00	   -0.74
  100.1329	      0.1	    0.00	   -0.74
  100.1348	      0.2	    0.00	   -0.74
  100.1356	      0.1	    0.00	   -0.74
  100.1372	      0.1	    0.00	   -0.74
  100.1384	      0.1	    0.00	   -0.74
  100.1392	      0.1	    0.00	   -0.74
  100.1402	      0.1	    0.00	   -0.74
  100.1412	      0.1	    0.00	   -0.74
  100.1435	      0.1	    0.00	   -0.74
  100.1461	      0.1	    0.00	   -0.74
  100.1490	      0.1	    0.00	   -0.74
  100.1507	      0.2	    0.00	   -0.74
  100.1521	      0.1	    0.00	   -0.74
  100.1529	      0.2	    0.00	   -0.74
  100.1539	      0.1	    0.00	   -0.74
  100.1554	      0.1	    0.00	   -0.74
  100.1559	      0.1	    0.00	   -0.74
  100.1573	      0.1	    0.00	   -0.74
  100.1594	      0.1	    0.00	   -0.74
  100.1605	      0.2	    0.00	   -0.74
  100.1618	      0.1	    0.00	   -0.74
  100.1640	      0.1	    0.00	   -0.74
  100.1643	      0.1	    0.00	   -0.74
  100.1660	      0.1	    0.00	   -0.74
  100.1685	      0.1	    0.00	   -0.74
  100.1712	      0.2	    0.00	   -0.74
  100.1723	      0.1	    0.00	   -0.74
  100.1732	      0.1	    0.00	   -0.74
  100.1751	      0.2	    0.00	   -0.74
  100.1780	      0.1	    0.00	   -0.74
  100.1811	      0.1	    0.00	   -0.74
  100.1822	      0.1	    0.00	   -0.74
  100.1831	      0.2	    0.00	   -0.74
  100.1895	      0.2	    0.00	   -0.74
  100.1905	      0.1	    0.00	   -0.74
  100.1914	      0.1	    0.00	   -0.74
  100.1927	      0.1	    0.00	   -0.74
  100.1937	      0.1	    0.00	   -0.74
  100.1956	      0.1	    0.00	   -0.74
  100.1979	      0.1	    0.00	   -0.74
  100.1988	      0.1	    0.00	   -0.74
  100.1992	      0.1	    0.00	   -0.74
  100.2025	      0.2	    0.00	   -0.74
  100.2043	      0.1	    0.00	   -0.74
  100.2064	      0.2	    0.00	   -0.74
  100.2073	      0.2	    0.00	   -0.74
  100.2085	      0.1	    0.00	   -0.74
  100.2093	      0.1	    0.00	   -0.74
  100.2130	      0.1	    0.00	   -0.74
  100.2146	      0.2	    0.00	   -0.74
  100.2157	      0.1	    0.00	   -0.74
  100.2159	      0.1	    0.00	   -0.74
  100.2170	      0.1	    0.00	   -0.74
  100.2177	      0.1	    0.00	   -0.74
  100.2184	      0.1	    0.00	   -0.74
  100.2197	      0.1	    0.00	   -0.74
  100.2208	      0.1	    0.00	   -0.74
  100.2220	      0.2	    0.00	   -0.74
  100.2233	      0.1	    0.00	   -0.74
  100.2258	      0.1	    0.00	   -0.74
  100.2269	      0.1	    0.00	   -0.74
  100.2285	      0.1	    0.00	   -0.74
  100.2289	      0.1	    0.00	   -0.74
  100.2292	      0.1	    0.00	   -0.74
  100.2294	      0.1	    0.00	   -0.74
  100.2303	      0.1	    0.00	   -0.74
  100.2307	      0.1	    0.00	   -0.74
  100.2312	      0.1	    0.00	   -0.74
  100.2314	      0.1	    0.00	   -0.74
  100.2327	      0.1	    0.00	   -0.74
  100.2329	      0.1	    0.00	   -0.74
  100.2338	      0.1	    0.00	   -0.74
  100.2346	      0.1	    0.00	   -0.74
  100.2361	      0.2	    0.00	   -0.74
  100.2375	      0.1	    0.00	   -0.74
  100.2421	      0.1	    0.00	   -0.74
  100.2428	      0.1	    0.00	   -0.74
  100.2435	      0.2	    0.00	   -0.74
  100.2449	      0.1	    0.00	   -0.74
  100.2486	      0.2	    0.00	   -0.74
  100.2503	      0.1	    0.00	   -0.74
  100.2529	      0.2	    0.00	   -0.74
  100.2541	      0.2	    0.00	   -0.74
  100.2554	      0.1	    0.00	   -0.74
  100.2569	      0.2	    0.00	   -0.74
  100.2581	      0.1	    0.00	   -0.74
  100.2589	      0.1	    0.00	   -0.74
  100.2602	      0.2	    0.00	   -0.74
  100.2613	      0.1	    0.00	   -0.74
  100.2625	      0.1	    0.00	   -0.74
  100.2633	      0.1	    0.00	   -0.74
  100.2644	      0.1	    0.00	   -0.74
  100.2658	      0.1	    0.00	   -0.74
  100.2672	      0.1	    0.00	   -0.74
  100.2698	      0.1	    0.00	   -0.74
  100.2709	      0.1	    0.00	   -0.74
  100.2728	      0.2	    0.00	   -0.74
  100.2746	      0.2	    0.00	   -0.74
  100.2753	      0.1	    0.00	   -0.74
  100.2769	      0.1	    0.00	   -0.74
  100.2775	      0.2	    0.00	   -0.74
  100.2782	      0.1	    0.00	   -0.74
  100.2788	      0.1	    0.00	   -0.74
  100.2800	      0.1	    0.00	   -0.74
  100.2807	      0.1	    0.00	   -0.74
  100.2816	      0.1	    0.00	   -0.74
  100.2819	      0.1	    0.00	   -0.74
  100.2833	      0.1	    0.00	   -0.74
  100.2848	      0.2	    0.00	   -0.74
  100.2854	      0.1	    0.00	   -0.74
  100.2855	      0.1	    0.00	   -0.74
  100.2895	      0.1	    0.00	   -0.74
  100.2906	      0.1	    0.00	   -0.74
  100.2918	      0.1	    0.00	   -0.74
  100.2934	      0.1	    0.00	   -0.74
  100.2944	      0.1	    0.00	   -0.74
  100.2948	      0.1	    0.00	   -0.74
  100.2966	      0.1	    0.00	   -0.74
  100.2986	      0.2	    0.00	   -0.74
  100.2993	      0.1	    0.00	   -0.74
  100.3005	      0.1	    0.00	   -0.74
  100.3010	      0.1	    0.00	   -0.74
  100.3019	      0.1	    0.00	   -0.74
  100.3043	      0.1	    0.00	   -0.74
  100.3068	      0.2	    0.00	   -0.74
  100.3075	      0.1	    0.00	   -0.74
  100.3089	      0.1	    0.00	   -0.74
  100.3130	      0.2	    0.00	   -0.74
  100.3150	      0.1	    0.00	   -0.74
  100.3156	      0.1	    0.00	   -0.74
  100.3164	      0.1	    0.00	   -0.74
  100.3185	      0.1	    0.00	   -0.74
  100.3195	      0.1	    0.00	   -0.74
  100.3197	      0.1	    0.00	   -0.74
  100.3199	      0.1	    0.00	   -0.74
  100.3207	      0.1	    0.00	   -0.74
  100.3227	      0.1	    0.00	   -0.74
  100.3241	      0.2	    0.00	   -0.74
  100.3257	      0.1	    0.00	   -0.74
  100.3261	      0.1	    0.00	   -0.74
  100.3263	      0.1	    0.00	   -0.74
  100.3280	      0.1	    0.00	   -0.74
  100.3335	      0.1	    0.00	   -0.74
  100.3346	      0.1	    0.00	   -0.74
  100.3357	      0.1	    0.00	   -0.74
  100.3368	      0.2	    0.00	   -0.74
  100.3392	      0.1	    0.00	   -0.74
  100.3407	      0.1	    0.00	   -0.74
  100.3423	      0.1	    0.00	   -0.74
  100.3441	      0.1	    0.00	   -0.74
  100.3449	      0.1	    0.00	   -0.74
  100.3470	      0.2	    0.00	   -0.74
  100.3494	      0.1	    0.00	   -0.74
  100.3502	      0.1	    0.00	   -0.74
  100.3508	      0.1	    0.00	   -0.74
  100.3517	      0.1	    0.00	   -0.74
  100.3545	      0.1	    0.00	   -0.74
  100.3554	      0.2	    0.00	   -0.74
  100.3573	      0.1	    0.00	   -0.74
  100.3585	      0.1	    0.00	   -0.74
  100.3595	      0.1	    0.00	   -0.74
  100.3604	      0.1	    0.00	   -0.74
  100.3613	      0.1	    0.00	   -0.74
  100.3648	      0.2	    0.00	   -0.74
  100.3657	      0.1	    0.00	   -0.74
  100.3662	      0.1	    0.00	   -0.74
  100.3665	      0.1	    0.00	   -0.74
  100.3680	      0.1	    0.00	   -0.74
  100.3705	      0.1	    0.00	   -0.74
  100.3732	      0.1	    0.00	   -0.74
  100.3739	      0.1	    0.00	   -0.74
  100.3759	      0.1	    0.00	   -0.74
  100.3767	      0.1	    0.00	   -0.74
  100.3803	      0.1	    0.00	   -0.74
  100.3819	      0.2	    0.00	   -0.74
  100.3832	      0.1	    0.00	   -0.74
  100.3846	      0.1	    0.00	   -0.74
  100.3855	      0.1	    0.00	   -0.74
  100.3870	      0.2	    0.00	   -0.74
  100.3904	      0.1	    0.00	   -0.74
  100.3918	      0.1	    0.00	   -0.74
  100.3922	      0.1	    0.00	   -0.74
  100.3931	      0.1	    0.00	   -0.74
  100.3941	      0.1	    0.00	   -0.74
  100.3952	      0.1	    0.00	   -0.74
  100.3961	      0.1	    0.00	   -0.74
  100.3986	      0.2	    0.00	   -0.74
  100.3997	      0.1	    0.00	   -0.74
  100.4008	      0.1	    0.00	   -0.74
  100.4041	      0.1	    0.00	   -0.74
  100.4047	      0.1	    0.00	   -0.74
  100.4056	      0.2	    0.00	   -0.74
  100.4070	      0.1	    0.00	   -0.74
  100.4097	      0.1	    0.00	   -0.74
  100.4100	      0.1	    0.00	   -0.74
  100.4102	      0.1	    0.00	   -0.74
  100.4146	      0.2	    0.00	   -0.74
  100.4164	      0.1	    0.00	   -0.74
  100.4176	      0.1	    0.00	   -0.74
  100.4188	      0.1	    0.00	   -0.74
  100.4200	      0.1	    0.00	   -0.74
  100.4214	      0.1	    0.00	   -0.74
  100.4221	      0.1	    0.00	   -0.74
  100.4230	      0.1	    0.00	   -0.74
  100.4254	      0.1	    0.00	   -0.74
  100.4287	      0.1	    0.00	   -0.74
  100.4291	      0.2	    0.00	   -0.74
  100.4300	      0.1	    0.00	   -0.74
  100.4318	      0.1	    0.00	   -0.74
  100.4324	      0.2	    0.00	   -0.74
  100.4343	      0.1	    0.00	   -0.74
  100.4351	      0.1	    0.00	   -0.74
  100.4358	      0.1	    0.00	   -0.74
  100.4385	      0.2	    0.00	   -0.74
  100.4393	      0.1	    0.00	   -0.74
  100.4407	      0.1	    0.00	   -0.74
  100.4416	      0.2	    0.00	   -0.74
  100.4427	      0.1	    0.00	   -0.74
  100.4458	      0.2	    0.00	   -0.74
  100.4476	      0.1	    0.00	   -0.74
  100.4483	      0.1	    0.00	   -0.74
  100.4499	      0.2	    0.00	   -0.74
  100.4513	      0.1	    0.00	   -0.74
  100.4516	      0.1	    0.00	   -0.74
  100.4518	      0.1	    0.00	   -0.74
  100.4528	      0.1	    0.00	   -0.74
  100.4545	      0.2	    0.00	   -0.74
  100.4556	      0.2	    0.00	   -0.74
  100.4570	      0.2	    0.00	   -0.74
  100.4582	      0.1	    0.00	   -0.74
  100.4589	      0.2	    0.00	   -0.74
  100.4610	      0.1	    0.00	   -0.74
  100.4618	      0.1	    0.00	   -0.74
  100.4635	      0.1	    0.00	   -0.74
  100.4642	      0.2	    0.00	   -0.74
  100.4650	      0.1	    0.00	   -0.74
  100.4679	      0.2	    0.00	   -0.74
  100.4688	      0.2	    0.00	   -0.74
  100.4713	      0.1	    0.00	   -0.74
  100.4741	      0.1	    0.00	   -0.74
  100.4748	      0.1	    0.00	   -0.74
  100.4754	      0.1	    0.00	   -0.74
  100.4785	      0.1	    0.00	   -0.74
  100.4800	      0.2	    0.00	   -0.74
  100.4821	      0.1	    0.00	   -0.74
  100.4837	      0.1	    0.00	   -0.74
  100.4854	      0.1	    0.00	   -0.74
  100.4859	      0.2	    0.00	   -0.74
  100.4890	      0.1	    0.00	   -0.74
  100.4920	      0.1	    0.00	   -0.74
  100.4928	      0.1	    0.00	   -0.74
  100.4950	      0.1	    0.00	   -0.74
  100.4955	      0.1	    0.00	   -0.74
  100.4978	      0.1	    0.00	   -0.74
  100.4992	      0.4	    0.00	   -0.74
  100.5005	      0.2	    0.00	   -0.74
  100.5014	      0.1	    0.00	   -0.74
  100.5063	      0.1	    0.00	   -0.74
  100.5074	      0.1	    0.00	   -0.74
  100.5087	      0.1	    0.00	   -0.74
  100.5094	      0.1	    0.00	   -0.74
  100.5100	      0.1	    0.00	   -0.74
  100.5106	      0.1	    0.00	   -0.74
  100.5125	      0.1	    0.00	   -0.74
  100.5151	      0.1	    0.00	   -0.74
  100.5164	      0.3	    0.00	   -0.74
  100.5181	      0.1	    0.00	   -0.74
  100.5206	      0.2	    0.00	   -0.74
  100.5216	      0.1	    0.00	   -0.74
  100.5234	      0.1	    0.00	   -0.74
  100.5249	      0.2	    0.00	   -0.74
  100.5266	      0.1	    0.00	   -0.73
  100.5293	      0.1	    0.00	   -0.73
  100.5309	      0.1	    0.00	   -0.73
  100.5329	      0.3	    0.00	   -0.73
  100.5341	      0.2	    0.00	   -0.73
  100.5348	      0.1	    0.00	   -0.73
  100.5358	      0.1	    0.00	   -0.73
  100.5369	      0.1	    0.00	   -0.73
  100.5378	      0.2	    0.00	   -0.73
  100.5393	      0.1	    0.00	   -0.73
  100.5440	      0.1	    0.00	   -0.73
  100.5455	      0.1	    0.00	   -0.73
  100.5465	      0.1	    0.00	   -0.73
  100.5483	      0.1	    0.00	   -0.73
  100.5492	      0.1	    0.00	   -0.73
  100.5506	      0.1	    0.00	   -0.73
  100.5528	      0.1	    0.00	   -0.73
  100.5540	      0.1	    0.00	   -0.73
  100.5550	      0.1	    0.00	   -0.73
  100.5561	      0.1	    0.00	   -0.73
  100.5573	      0.1	    0.00	   -0.73
  100.5596	      0.1	    0.00	   -0.73
  100.5614	      0.1	    0.00	   -0.73
  100.5621	      0.2	    0.00	   -0.73
  100.5649	      0.2	    0.00	   -0.73
  100.5685	      0.1	    0.00	   -0.73
  100.5697	      0.1	    0.00	   -0.73
  100.5731	      0.1	    0.00	   -0.73
  100.5738	      0.1	    0.00	   -0.73
  100.5750	      0.1	    0.00	   -0.73
  100.5762	      0.2	    0.00	   -0.73
  100.5804	      0.1	    0.00	   -0.73
  100.5815	      0.2	    0.00	   -0.73
  100.5891	      0.1	    0.00	   -0.73
  100.5910	      0.1	    0.00	   -0.73
  100.5939	      0.1	    0.00	   -0.73
  100.5948	      0.2	    0.00	   -0.73
  100.5965	      0.1	    0.00	   -0.73
  100.5981	      0.1	    0.00	   -0.73
  100.6006	      0.1	    0.00	   -0.73
  100.6032	      0.1	    0.00	   -0.73
  100.6055	      0.2	    0.00	   -0.73
  100.6065	      0.2	    0.00	   -0.73
  100.6086	      0.1	    0.00	   -0.73
  100.6101	      0.2	    0.00	   -0.73
  100.6132	      0.1	    0.00	   -0.73
  100.6142	      0.2	    0.00	   -0.73
  100.6155	      0.2	    0.00	   -0.73
  100.6157	      0.2	    0.00	   -0.73
  100.6161	      0.2	    0.00	   -0.73
  100.6167	      0.2	    0.00	   -0.73
  100.6200	      0.1	    0.00	   -0.73
  100.6220	      0.2	    0.00	   -0.73
  100.6230	      0.1	    0.00	   -0.73
  100.6238	      0.1	    0.00	   -0.73
  100.6245	      0.1	    0.00	   -0.73
  100.6285	      0.2	    0.00	   -0.73
  100.6294	      0.2	    0.00	   -0.73
  100.6299	      0.1	    0.00	   -0.73
  100.6311	      0.1	    0.00	   -0.73
  100.6331	      0.2	    0.00	   -0.73
  100.6362	      0.1	    0.00	   -0.73
  100.6371	      0.2	    0.00	   -0.73
  100.6385	      0.2	    0.00	   -0.73
  100.6398	      0.1	    0.00	   -0.73
  100.6414	      0.2	    0.00	   -0.73
  100.6429	      0.2	    0.00	   -0.73
  100.6438	      0.1	    0.00	   -0.73
  100.6446	      0.1	    0.00	   -0.73
  100.6454	      0.1	    0.00	   -0.73
  100.6461	      0.1	    0.00	   -0.73
  100.6464	      0.1	    0.00	   -0.73
  100.6466	      0.1	    0.00	   -0.73
  100.6481	      0.1	    0.00	   -0.73
  100.6492	      0.1	    0.00	   -0.73
  100.6498	      0.1	    0.00	   -0.73
  100.6506	      0.1	    0.00	   -0.73
  100.6516	      0.3	    0.00	   -0.73
  100.6527	      0.1	    0.00	   -0.73
  100.6537	      0.2	    0.00	   -0.73
  100.6555	      0.1	    0.00	   -0.73
  100.6564	      0.1	    0.00	   -0.73
  100.6580	      0.2	    0.00	   -0.73
  100.6587	      0.1	    0.00	   -0.73
  100.6609	      0.1	    0.00	   -0.73
  100.6630	      0.2	    0.00	   -0.73
  100.6642	      0.3	    0.00	   -0.73
  100.6650	      0.2	    0.00	   -0.73
  100.6660	      0.1	    0.00	   -0.73
  100.6672	      0.1	    0.00	   -0.73
  100.6690	      0.1	    0.00	   -0.73
  100.6703	      0.1	    0.00	   -0.73
  100.6713	      0.1	    0.00	   -0.73
  100.6728	      0.1	    0.00	   -0.73
  100.6739	      0.1	    0.00	   -0.73
  100.6775	      0.1	    0.00	   -0.73
  100.6787	      0.1	    0.00	   -0.73
  100.6796	      0.1	    0.00	   -0.73
  100.6809	      0.1	    0.00	   -0.73
  100.6829	      0.1	    0.00	   -0.73
  100.6840	      0.2	    0.00	   -0.73
  100.6851	      0.1	    0.00	   -0.73
  100.6860	      0.1	    0.00	   -0.73
  100.6884	      0.1	    0.00	   -0.73
  100.6897	      0.2	    0.00	   -0.73
  100.6944	      0.1	    0.00	   -0.73
  100.6959	      0.1	    0.00	   -0.73
  100.6964	      0.1	    0.00	   -0.73
  100.6973	      0.1	    0.00	   -0.73
  100.6985	      0.1	    0.00	   -0.73
  100.6995	      0.2	    0.00	   -0.73
  100.7014	      0.1	    0.00	   -0.73
  100.7037	      0.1	    0.00	   -0.73
  100.7047	      0.1	    0.00	   -0.73
  100.7055	      0.1	    0.00	   -0.73
  100.7064	      0.1	    0.00	   -0.73
  100.7077	      0.2	    0.00	   -0.73
  100.7086	      0.1	    0.00	   -0.73
  100.7093	      0.1	    0.00	   -0.73
  100.7115	      0.1	    0.00	   -0.73
  100.7127	      0.2	    0.00	   -0.73
  100.7137	      0.2	    0.00	   -0.73
  100.7157	      0.2	    0.00	   -0.73
  100.7168	      0.1	    0.00	   -0.73
  100.7178	      0.1	    0.00	   -0.73
  100.7188	      0.1	    0.00	   -0.73
  100.7203	      0.1	    0.00	   -0.73
  100.7210	      0.1	    0.00	   -0.73
  100.7219	      0.1	    0.00	   -0.73
  100.7225	      0.1	    0.00	   -0.73
  100.7237	      0.1	    0.00	   -0.73
  100.7258	      0.1	    0.00	   -0.73
  100.7266	      0.1	    0.00	   -0.73
  100.7296	      0.1	    0.00	   -0.73
  100.7306	      0.1	    0.00	   -0.73
  100.7336	      0.2	    0.00	   -0.73
  100.7356	      0.1	    0.00	   -0.73
  100.7363	      0.1	    0.00	   -0.73
  100.7372	      0.1	    0.00	   -0.73
  100.7375	      0.1	    0.00	   -0.73
  100.7378	      0.1	    0.00	   -0.73
  100.7390	      0.1	    0.00	   -0.73
  100.7402	      0.2	    0.00	   -0.73
  100.7429	      0.1	    0.00	   -0.73
  100.7459	      0.1	    0.00	   -0.73
  100.7477	      0.1	    0.00	   -0.73
  100.7484	      0.2	    0.00	   -0.73
  100.7490	      0.3	    0.00	   -0.73
  100.7505	      0.1	    0.00	   -0.73
  100.7518	      0.3	    0.00	   -0.73
  100.7531	      0.2	    0.00	   -0.73
  100.7537	      0.2	    0.00	   -0.73
  100.7574	      0.1	    0.00	   -0.73
  100.7612	      0.1	    0.00	   -0.73
  100.7618	      0.2	    0.00	   -0.73
  100.7632	      0.1	    0.00	   -0.73
  100.7645	      0.1	    0.00	   -0.73
  100.7654	      0.1	    0.00	   -0.73
  100.7664	      0.1	    0.00	   -0.73
  100.7672	      0.2	    0.00	   -0.73
  100.7677	      0.1	    0.00	   -0.73
  100.7687	      0.1	    0.00	   -0.73
  100.7707	      0.1	    0.00	   -0.73
  100.7729	      0.1	    0.00	   -0.73
  100.7740	      0.1	    0.00	   -0.73
  100.7748	      0.2	    0.00	   -0.73
  100.7762	      0.1	    0.00	   -0.73
  100.7813	      0.1	    0.00	   -0.73
  100.7829	      0.2	    0.00	   -0.73
  100.7846	      0.1	    0.00	   -0.73
  100.7868	      0.1	    0.00	   -0.73
  100.7884	      0.1	    0.00	   -0.73
  100.7895	      0.2	    0.00	   -0.73
  100.7906	      0.1	    0.00	   -0.73
  100.7919	      0.1	    0.00	   -0.73
  100.7930	      0.2	    0.00	   -0.73
  100.7952	      0.1	    0.00	   -0.73
  100.7961	      0.1	    0.00	   -0.73
  100.7983	      0.1	    0.00	   -0.73
  100.7998	      0.2	    0.00	   -0.73
  100.8013	      0.1	    0.00	   -0.73
  100.8034	      0.2	    0.00	   -0.73
  100.8050	      0.1	    0.00	   -0.73
  100.8062	      0.1	    0.00	   -0.73
  100.8068	      0.1	    0.00	   -0.73
  100.8070	      0.1	    0.00	   -0.73
  100.8083	      0.1	    0.00	   -0.73
  100.8097	      0.2	    0.00	   -0.73
  100.8109	      0.1	    0.00	   -0.73
  100.8149	      0.2	    0.00	   -0.73
  100.8160	      0.2	    0.00	   -0.73
  100.8168	      0.1	    0.00	   -0.73
  100.8185	      0.1	    0.00	   -0.73
  100.8199	      0.1	    0.00	   -0.73
  100.8207	      0.1	    0.00	   -0.73
  100.8242	      0.1	    0.00	   -0.73
  100.8254	      0.1	    0.00	   -0.73
  100.8261	      0.3	    0.00	   -0.73
  100.8275	      0.1	    0.00	   -0.73
  100.8286	      0.2	    0.00	   -0.73
  100.8292	      0.2	    0.00	   -0.73
  100.8297	      0.2	    0.00	   -0.73
  100.8318	      0.1	    0.00	   -0.73
  100.8325	      0.1	    0.00	   -0.73
  100.8334	      0.1	    0.00	   -0.73
  100.8344	      0.1	    0.00	   -0.73
  100.8348	      0.1	    0.00	   -0.73
  100.8376	      0.1	    0.00	   -0.73
  100.8386	      0.1	    0.00	   -0.73
  100.8395	      0.1	    0.00	   -0.73
  100.8415	      0.1	    0.00	   -0.73
  100.8423	      0.1	    0.00	   -0.73
  100.8438	      0.1	    0.00	   -0.73
  100.8452	      0.1	    0.00	   -0.73
  100.8464	      0.1	    0.00	   -0.73
  100.8485	      0.1	    0.00	   -0.73
  100.8500	      0.1	    0.00	   -0.73
  100.8502	      0.1	    0.00	   -0.73
  100.8504	      0.1	    0.00	   -0.73
  100.8530	      0.1	    0.00	   -0.73
  100.8550	      0.1	    0.00	   -0.73
  100.8562	      0.2	    0.00	   -0.73
  100.8568	      0.1	    0.00	   -0.73
  100.8599	      0.1	    0.00	   -0.73
  100.8627	      0.1	    0.00	   -0.73
  100.8638	      0.1	    0.00	   -0.73
  100.8653	      0.1	    0.00	   -0.73
  100.8669	      0.1	    0.00	   -0.73
  100.8694	      0.1	    0.00	   -0.73
  100.8696	      0.1	    0.00	   -0.73
  100.8725	      0.1	    0.00	   -0.73
  100.8731	      0.1	    0.00	   -0.73
  100.8733	      0.1	    0.00	   -0.73
  100.8740	      0.1	    0.00	   -0.73
  100.8747	      0.1	    0.00	   -0.73
  100.8759	      0.2	    0.00	   -0.73
  100.8768	      0.1	    0.00	   -0.73
  100.8778	      0.2	    0.00	   -0.73
  100.8785	      0.1	    0.00	   -0.73
  100.8810	      0.1	    0.00	   -0.73
  100.8828	      0.1	    0.00	   -0.73
  100.8838	      0.2	    0.00	   -0.73
  100.8840	      0.2	    0.00	   -0.73
  100.8845	      0.1	    0.00	   -0.73
  100.8861	      0.1	    0.00	   -0.73
  100.8883	      0.1	    0.00	   -0.73
  100.8906	      0.1	    0.00	   -0.73
  100.8929	      0.1	    0.00	   -0.73
  100.8944	      0.1	    0.00	   -0.73
  100.8957	      0.1	    0.00	   -0.73
  100.8967	      0.1	    0.00	   -0.73
  100.8979	      0.2	    0.00	   -0.73
  100.8991	      0.1	    0.00	   -0.73
  100.9006	      0.1	    0.00	   -0.73
  100.9034	      0.3	    0.00	   -0.73
  100.9044	      0.1	    0.00	   -0.73
  100.9053	      0.1	    0.00	   -0.73
  100.9077	      0.2	    0.00	   -0.73
  100.9085	      0.1	    0.00	   -0.73
  100.9108	      0.2	    0.00	   -0.73
  100.9126	      0.1	    0.00	   -0.73
  100.9137	      0.1	    0.00	   -0.73
  100.9145	      0.1	    0.00	   -0.73
  100.9158	      0.1	    0.00	   -0.73
  100.9169	      0.1	    0.00	   -0.73
  100.9177	      0.1	    0.00	   -0.73
  100.9201	      0.2	    0.00	   -0.73
  100.9208	      0.1	    0.00	   -0.73
  100.9218	      0.1	    0.00	   -0.73
  100.9241	      0.1	    0.00	   -0.73
  100.9263	      0.1	    0.00	   -0.73
  100.9265	      0.1	    0.00	   -0.73
  100.9291	      0.1	    0.00	   -0.73
  100.9306	      0.1	    0.00	   -0.73
  100.9315	      0.1	    0.00	   -0.73
  100.9343	      0.1	    0.00	   -0.73
