m/z	intensity	relative	noise
100.02976379310344	1.4500000000000002	0.0	0.75
101.05990207468878	6.025	0.0	0.8944271909999159
102.018	0.275	0.0	0.35355339059327373
102.04539591131586	86.825	0.055	0.8944271909999159
102.0551	0.3	0.0	0.35355339059327373
102.9747	0.525	0.0	0.35355339059327373
103.02129320006738	445.22499999999997	0.2825	0.8944271909999159
103.11970000000001	0.375	0.0	0.35355339059327373
103.1204	0.85	0.0	0.35355339059327373
103.1208	0.65	0.0	0.35355339059327373
103.12129999999999	1.1	0.0	0.5773502691896258
103.1216	1.075	0.0	0.5773502691896258
103.12218846153847	1.2999999999999998	0.0	0.5773502691896258
103.1225	0.8	0.0	0.35355339059327373
103.1233	1.125	0.0	0.5773502691896258
103.1239568627451	2.55	0.0025	0.5773502691896258
103.1243	1.425	0.0	0.35355339059327373
103.1249380952381	1.575	0.0	0.5773502691896258
103.12572270531402	5.175	0.0025	0.75
103.1261	1.15	0.0	0.35355339059327373
103.12677424242423	4.95	0.0025	0.75
103.1275	5.8	0.005	0.5773502691896258
103.1278511111111	3.375	0.0	0.5773502691896258
103.12849999999999	3.0	0.0025	0.35355339059327373
103.12911354466858	8.675	0.0075	0.75
103.1295	3.225	0.0025	0.35355339059327373
103.1303	2.3	0.0025	0.35355339059327373
103.13072716346156	10.399999999999999	0.0075	0.75
103.131	2.025	0.0025	0.35355339059327373
103.13164352941176	6.375	0.005	0.5773502691896258
103.132	3.225	0.0025	0.35355339059327373
103.1324	7.575	0.005	0.5773502691896258
103.13314533762056	7.775	0.005	0.5773502691896258
103.1335	3.175	0.0025	0.35355339059327373
103.1338	3.475	0.0025	0.35355339059327373
103.13416413301664	10.524999999999999	0.0075	0.75
103.1349	3.85	0.0025	0.35355339059327373
103.13535928853756	6.325	0.005	0.5773502691896258
103.1358	4.025	0.0025	0.35355339059327373
103.13609999999998	7.050000000000001	0.005	0.5773502691896258
103.13645219298247	5.7	0.005	0.5773502691896258
103.13714678111587	5.825	0.005	0.5773502691896258
103.13773842592593	5.4	0.005	0.5773502691896258
103.1381	1.7	0.0	0.35355339059327373
103.1385	2.825	0.0025	0.35355339059327373
103.139	1.85	0.0	0.35355339059327373
103.1393	2.375	0.0025	0.35355339059327373
103.13995433070868	6.35	0.005	0.75
103.14097261146497	3.925	0.0	0.75
103.1415	0.85	0.0	0.35355339059327373
103.14189999999999	0.675	0.0	0.35355339059327373
103.1423	1.675	0.0	0.35355339059327373
103.1431	1.2	0.0	0.35355339059327373
103.14352688172045	2.325	0.0	0.75
103.1448	0.55	0.0	0.35355339059327373
103.14510000000001	1.325	0.0	0.5773502691896258
103.1459	0.525	0.0	0.35355339059327373
103.1462	0.575	0.0	0.35355339059327373
103.147165625	0.8	0.0	0.5773502691896258
103.1481	0.325	0.0	0.35355339059327373
103.1485	0.525	0.0	0.35355339059327373
103.1494	0.325	0.0	0.35355339059327373
103.9193180851064	2.35	0.0	0.8944271909999159
104.03346857142857	0.875	0.0	0.75
104.05295	0.55	0.0	0.5773502691896258
105.0211090909091	5.225	0.0025	0.903371462909915
105.03590000000001	53.675	0.0325	0.903371462909915
105.03699338340489	489.29999999999995	0.31	0.903371462909915
105.0652	3.775	0.0	0.903371462909915
106.0289	5.875	0.005	0.9257321426849128
106.0412	0.7250000000000001	0.0	0.6177647880328995
106.06859044017548	165.275	0.105	0.9257321426849128
106.91751692307692	39.0	0.030000000000000002	0.9436206865049112
106.97993488372094	1.075	0.0	0.81
107.01294126984126	1.5750000000000002	0.0	0.81
107.0354	0.325	0.0	0.4384062043356594
107.0367	558.3499999999999	0.37750000000000006	0.9480928224599108
107.04449999999997	2.0500000000000003	0.0	0.9480928224599108
107.04926	0.75	0.0	0.5773502691896258
107.92537305699481	4.825	0.0	0.9704535022349087
108.0	11.25	0.0075	0.9749256381899083
108.0192	0.45	0.0	0.35355339059327373
108.02078180818212	34705.575	23.325000000000003	0.9749256381899083
108.0222	1.6	0.0	0.36062445840513924
108.0401	16.125	0.0125	0.9749256381899083
108.0416	10.725	0.0075	0.9749256381899083
108.04342857142859	1.0499999999999998	0.0	0.835
108.04453705926481	199.95	0.135	0.9749256381899083
109.02409999999999	1086.0500000000002	0.73	1.0241191336949036
109.0273	2.6999999999999997	0.0	1.0241191336949036
109.02858089151874	2535.0	1.7075	1.0241191336949036
109.04794821428571	1.4	0.0	0.9
110.0060378600823	12.149999999999999	0.0075	1.0777847651548986
110.0237768292683	2.05	0.0	1.0777847651548986
110.02503303571429	5.6	0.005	1.0777847651548986
110.03193232242617	31.325	0.02	1.0777847651548986
110.93900000000001	0.375	0.0	0.35355339059327373
110.9749	0.275	0.0	0.3747665940288702
111.0078328247804	54.075	0.035	1.1493389404348917
111.01909047619046	6.300000000000001	0.0025	1.149338940434892
111.04415217391306	0.575	0.0	0.5946707772653146
111.94627921787709	67.125	0.045	1.2566702033548818
112.9542	0.375	0.0	0.5161879502661797
112.98360000000001	1.15	0.0	1.0680979980008078
112.98474427294883	30.775	0.02	1.4400277775098647
113.02349999999998	239.05	0.16000000000000003	1.4444999134648642
113.03466551724138	1.45	0.0	1.115
114.02990000000001	1.3	0.0	1.160474041071148
114.03399999999999	50.45	0.035	1.6189132157098478
114.05511726618704	6.95	0.005	1.623385351664847
115.02927693843327	313.07500000000005	0.215	1.7933265179548312
115.03912970479703	13.55	0.01	1.7977986539098307
115.0488	0.525	0.0	0.700035713374682
115.07550000000003	19.4	0.0125	1.80227078986483
116.02462801807617	38.725	0.025	1.967739820199815
116.04967267206476	148.2	0.10250000000000001	1.9722119561548144
116.07080000000002	87.6	0.052500000000000005	1.9722119561548144
116.41589999999998	0.7	0.0	0.7636753236814713
116.4173	1.0	0.0	0.7778174593052023
116.4181	1.125	0.0	0.7636753236814713
116.4185	2.0	0.0	1.3798671433632057
116.41904903846154	2.5999999999999996	0.0	1.2586235868333844
116.41960983606559	3.05	0.0	1.6300000000000001
116.42066276595746	4.699999999999999	0.0025	1.735
116.4213	0.925	0.0	0.7636753236814713
116.4217	2.0	0.0025	0.7778174593052023
116.42219708737865	5.15	0.0025	1.735
116.42316580645162	3.875	0.0025	1.2470765814495919
116.42349954751133	5.525	0.0025	1.84
116.4239	1.25	0.0	0.7636753236814713
116.42430000000002	2.45	0.0025	0.7636753236814713
116.4248	2.275	0.0025	0.7778174593052023
116.4252	2.625	0.0025	0.7636753236814713
116.42579956896553	5.8	0.0025	1.735
116.42610000000002	1.4	0.0	0.9121677477306462
116.4264	2.125	0.0	0.7636753236814713
116.42670000000003	5.324999999999999	0.005	1.2586235868333844
116.4278	2.075	0.0025	0.7778174593052023
116.4281	6.85	0.005	1.725
116.42849873417721	3.95	0.0025	1.2586235868333844
116.42930000000001	4.9	0.005	1.3683201379794132
116.4299	2.525	0.0025	0.7636753236814713
116.4303	1.75	0.0025	0.7778174593052023
116.4306	2.675	0.0025	0.7636753236814713
116.4312	2.0	0.0025	0.9121677477306462
116.4316031446541	3.9749999999999996	0.0	1.2470765814495919
116.4321	1.45	0.0025	0.7778174593052023
116.43240000000002	2.2	0.0	0.7636753236814713
116.4329427480916	3.275	0.0025	1.3798671433632057
116.43369444444446	3.5999999999999996	0.0	1.3683201379794132
116.4344218181818	4.125	0.0	1.725
116.43497173913045	2.3	0.0	1.3798671433632057
116.43547311827957	2.325	0.0	1.3683201379794132
116.436	1.05	0.0	0.7636753236814713
116.4365	0.975	0.0	0.7636753236814713
116.43705138888889	3.6	0.0	2.0348218595248087
116.4388	0.8	0.0	0.9121677477306462
116.4393	0.675	0.0	0.7636753236814713
116.4398	0.775	0.0	0.9121677477306462
117.03247537688443	4.975	0.0	1.6099999999999999
117.0336596899225	3.2249999999999996	0.0	1.900657780874821
117.0369	9.15	0.0075	1.6099999999999999
117.04492371109095	413.625	0.2975	1.8961856449198216
118.0289	41.125	0.03	1.6815231190798416
118.03006659804426	48.575	0.030000000000000002	1.6815231190798416
118.03895560165975	6.0249999999999995	0.0025	1.42
118.04028959653124	1775.8500000000001	1.1424999999999998	1.6770509831248421
118.0482	0.7	0.0	0.6434671708797582
118.05009999999999	7.9750000000000005	0.005	1.4200000000000002
119.01620000000001	7.0	0.0025	1.24
119.0242	0.4	0.0	0.5374011537017761
119.0354194139194	6.825	0.0025	1.4623884572848624
119.04929999999999	12.725000000000001	0.0075	1.4534441853748632
119.0719	0.425	0.0	0.5374011537017761
119.90479659090907	2.2	0.0	1.0999999999999999
119.99375594713656	5.675	0.0025	1.243253795489883
120.0081757936508	12.6	0.01	1.243253795489883
120.04457278177455	20.85	0.015	1.2387816595348835
121.0286	304.8	0.21	1.028591269649903
121.0319	1.15	0.0	0.5888972745734183
121.08759477936606	40.225	0.025	1.019646997739904
122.0003	2.6	0.0	0.7949999999999999
122.02236933333333	1.875	0.0	0.75
122.0238165491323	3392.625	2.3	0.934676414594912
122.02555357142859	0.7	0.0	0.5773502691896258
122.03200000000001	0.275	0.0	0.35355339059327373
122.03654814814816	0.675	0.0	0.6293117934166921
122.06357526881717	2.325	0.0	0.7949999999999999
122.89325548780486	4.1000000000000005	0.0	0.8944271909999159
122.98439691780821	14.600000000000001	0.0075	0.8944271909999159
123.00634038461538	1.3	0.0	0.75
